V1,V2,V3,V4,V5,V6,V7,V8
2557.5095,2558.2231,2557.4822,2558.2314,2564.1248,2562.2388,2559.6492,2558.9385
4739.679,4737.418,4736.709,4742.9204,4747.3945,4746.1743,4746.7856,4750.775
4268.606,4261.046,4273.942,4260.327,4265.2285,4266.1304,4273.157,4260.452
2737.2715,2740.8848,2737.6904,2739.0989,2737.354,2742.9214,2738.3164,2738.5137
3321.0393,3316.6477,3324.9216,3338.723,3326.2815,3323.7297,3330.8137,3340.6536
2841.217,2851.5261,2849.629,2837.3635,2847.7236,2855.5613,2853.3796,2838.4968
3078.0872,3081.007,3084.1536,3081.5178,3083.4631,3076.994,3075.57,3081.226
6070.1426,5855.3193,5709.692,5891.425,5770.584,5872.7324,5570.868,5661.5527
2524.82,2525.132,2532.0396,2521.143,2525.1628,2518.4766,2521.8904,2520.5034
5511.71,5497.896,5516.617,5554.936,5548.9897,5527.7886,5525.146,5564.598
8187.784,8205.061,8228.019,8200.55,8210.083,8215.091,8230.63,8207.714
1415.5898,1414.5315,1416.3824,1416.4606,1415.0803,1414.4851,1415.9657,1416.026
7345.42,7379.9834,7327.635,7286.7197,7343.954,7381.8096,7326.5894,7283.199
4933.4985,4955.182,4923.0635,4929.4746,4949.94,4968.6826,4941.202,4951.2993
6241.983,6284.539,6313.98,6314.7217,6331.988,6370.146,6390.5654,6404.8286
5581.177,5586.3247,5592.846,5555.3896,5581.9287,5587.8706,5593.521,5557.598
6627.329,6632.6304,6658.972,6614.943,6625.382,6621.5977,6648.4653,6612.0586
2988.1147,2909.171,2891.9683,2982.7012,2915.3735,2910.0876,2881.3127,2949.9116
4035.0989,4033.0405,4036.9004,4019.215,4035.197,4032.54,4035.0925,4019.2854
1072.8949,1078.846,1071.6848,1073.024,1083.4316,1083.1456,1078.8787,1081.3995
1125.7668,1128.3341,1135.098,1137.9575,1133.8597,1135.2325,1142.5677,1138.3916
9348.303,9264.0625,9297.128,9349.75,9319.089,9304.281,9323.339,9346.772
1123.9232,1131.8376,1122.8695,1126.9152,1133.4816,1135.4586,1132.6074,1135.6246
11997.084,12021.043,12048.061,12011.634,11989.708,12017.84,12027.62,11995.869
10140.045,10134.734,10112.691,10133.1,10143.384,10148.348,10118.543,10127.704
10165.263,10149.487,10116.806,10128.256,10166.49,10214.249,10176.316,10145.69
13365.496,13510.872,13477.125,13451.929,13510.6045,13662.112,13548.871,13621.817
9704.611,9643.081,9694.893,9711.306,9672.082,9672.12,9702.813,9697.112
9390.934,9401.957,9402.214,9453.357,9389.622,9437.016,9432.988,9436.387
994.5894,990.2056,996.22156,990.9286,990.7844,989.4725,994.6436,990.09216
1323.9104,1319.3341,1323.6901,1334.1919,1329.8986,1316.5256,1320.9946,1335.7731
10184.217,10196.23,10193.936,10181.6875,10184.257,10198.472,10194.931,10180.971
10320.155,10290.238,10308.547,10373.485,10342.745,10323.129,10335.558,10365.808
10019.58,9996.918,10025.534,10029.999,10028.01,10026.12,10055.682,10048.44
1078.1948,1079.902,1081.2839,1077.0548,1080.1344,1080.6744,1081.5934,1078.6853
1158.1068,1170.8909,1186.1664,1182.3419,1182.2646,1184.1373,1199.7384,1201.4221
9942.673,9915.247,9934.97,9962.86,9919.492,9940.578,9955.348,9965.157
1058.0302,1055.0715,1065.9634,1068.335,1063.5652,1056.3153,1066.4653,1071.9235
13210.427,13174.082,13204.76,13246.132,13297.141,13201.791,13209.123,13247.304
11892.055,11917.041,11868.113,11898.143,11928.039,11952.684,11911.3125,11918.128
9035.255,9104.787,9088.097,9110.033,9068.566,9135.639,9133.667,9149.412
8596.952,8603.997,8596.072,8619.798,8630.536,8641.7705,8650.301,8659.49
9254.747,9233.741,9224.759,9290.319,9224.6,9265.156,9254.189,9297.016
8142.8076,8656.429,8488.603,8328.4795,8263.272,8750.052,8633.629,8475.42
7705.191,7666.4644,7699.2974,7679.516,7666.231,7694.6133,7728.0713,7686.6104
2306.4634,2309.0286,2300.88,2304.9993,2309.0344,2315.119,2306.9922,2307.0452
2210.5815,2225.1436,2234.6846,2252.9785,2272.337,2282.4746,2287.6785,2309.3677
3369.6445,3413.8044,3435.1147,3444.226,3489.4534,3515.7673,3529.6272,3549.8755
10028.915,10081.656,10115.612,10159.709,10192.797,10229.2705,10249.272,10311.514
10019.64,10075.522,10125.542,10218.195,10243.326,10287.134,10320.831,10433.612
10062.502,10102.584,10147.093,10160.048,10208.543,10234.898,10268.8125,10289.606
10165.242,10208.61,10297.721,10420.957,10489.571,10490.568,10555.088,10696.745
10003.702,10071.267,10111.807,10143.109,10187.034,10244.636,10274.344,10317.154
3266.2693,3271.0747,3268.9128,3291.7822,3285.5132,3286.8474,3283.9165,3306.7927
2023.1464,2061.3943,2059.8938,2083.642,2083.0823,2117.3167,2111.8176,2141.315
1004.34955,1004.9119,1005.4995,1005.1925,1004.42786,1005.4316,1006.0235,1005.9808
2230.5474,1345.4204,2270.892,2419.2378,2109.8813,1821.02,2694.252,2545.0488
7875.746,7821.8228,7882.233,7939.1978,7897.3647,7865.308,7938.8403,7970.035
2857.8306,2587.8489,2684.307,2593.1272,2887.5942,2649.9373,2727.674,2587.9119
3182.0898,3295.4736,3303.149,3445.3418,3302.1372,3328.1387,3374.1836,3495.6797
11126.102,11198.105,11192.503,11162.264,11212.607,11237.869,11215.356,11200.681
4614.755,3360.681,4190.716,4666.298,4261.419,3661.2825,4341.248,4495.8877
2359.1843,1377.5786,2154.3726,2389.9512,2130.6409,1806.596,2438.86,2387.2168
10974.94,10928.243,11383.595,11254.263,11008.774,10910.906,11361.95,11291.058
2311.0024,1531.7942,2198.1946,2380.5115,2125.7944,1999.9937,2562.3655,2329.3135
2832.5554,2463.4175,2719.8342,2507.8608,2851.7268,2510.2302,2737.3164,2509.647
7187.241,7388.6543,7207.019,7389.8647,7174.121,7394.878,7208.6123,7357.461
4282.3306,4241.909,4216.8164,4317.4336,4306.9053,4383.435,4345.2476,4333.3223
1839.373,997.03564,1449.0332,1845.7598,1901.0093,1542.3643,1819.3706,1972.7954
6181.9043,6438.2104,6336.3535,6346.5713,6292.921,6411.705,6336.0024,6387.271
4261.265,4529.2197,4383.287,4165.3657,4367.635,4537.7866,4428.814,4176.998
7383.9297,7339.7466,7360.4663,7413.748,7388.093,7360.4204,7377.5527,7398.598
1805.4908,1788.3174,1787.6547,1809.5417,1805.4495,1798.3096,1788.9403,1798.4242
2707.402,2691.1265,2663.7888,2712.2036,2713.8726,2710.1611,2675.1675,2699.375
2919.982,2927.971,2937.4067,2968.9714,2925.6345,2952.728,2947.106,2960.4436
2148.6814,2147.1743,2160.783,2178.6672,2158.8857,2156.6252,2168.0989,2187.1936
2156.4856,2136.036,2121.7778,2186.5283,2159.1528,2100.4194,2081.7012,2157.51
6150.757,6197.6,6145.0728,6180.542,6179.3335,6187.005,6111.1396,6172.851
6156.3574,6198.9556,6195.536,6202.445,6172.1704,6215.2495,6203.4287,6199.2495
3525.9414,3532.038,3541.0437,3542.6724,3554.0027,3551.8777,3560.2207,3543.3662
5900.1567,5947.0225,6100.356,6198.9116,6266.6025,6296.731,6432.38,6535.675
6146.0303,6304.0615,6266.8013,6250.7324,6231.9746,6274.922,6251.094,6259.0127
4880.0737,4953.8784,5030.393,4951.3594,4907.659,4955.5234,5026.879,4944.5146
1916.6448,1939.4965,1947.3547,1963.6143,1947.8519,1964.9453,1970.2991,1981.1946
7897.465,8147.8247,7971.648,8201.484,7888.881,8106.8677,7937.986,8128.6567
6598.2847,6783.9653,6581.566,6949.743,6516.0996,6723.9067,6500.138,6814.8843
251.61761,196.38318,223.97882,247.43115,254.5683,247.40137,256.46478,244.86377
1418.1742,1231.509,1234.684,1401.8566,1418.2528,1213.8553,1225.0498,1390.024
6874.859,6466.85,6295.011,6844.447,6809.092,6421.283,6231.188,6720.0337
225.96552,185.6864,199.117,208.01562,208.53845,223.39178,214.84082,212.11066
1430.9377,1285.4211,1301.1577,1416.1534,1435.5631,1272.319,1292.1742,1409.8352
4397.956,4406.0186,4393.918,4420.404,4429.211,4455.7754,4455.5396,4449.7266
1944.3923,1686.869,1739.3364,1779.0166,1943.1525,1728.3483,1753.4447,1744.422
3686.7412,3597.9307,3695.278,3777.6028,3787.1309,3669.0706,3787.6006,3849.501
5323.9556,5412.5703,5503.645,5584.236,5644.6997,5688.865,5748.14,5842.794
5356.5024,5433.71,5528.517,5651.884,5701.674,5746.547,5806.4077,5952.1875
2141.486,2303.7104,2200.6685,2310.8076,2222.602,2351.7559,2257.7317,2363.9587
1904.639,1719.1602,1740.707,1778.9598,1901.8285,1758.0887,1753.088,1735.0721
4079.7285,4094.3098,4121.363,4122.7305,4136.6265,4149.2827,4171.3066,4164.497
2939.0945,3042.2808,2981.372,2939.2615,2952.3914,3020.3909,2948.926,2942.054
4690.337,4791.723,4769.069,4682.3535,4724.93,4829.0044,4813.496,4698.802
5008.409,4862.564,4872.0215,5088.6978,4869.9263,4980.3447,4950.301,5074.227
1488.3583,1519.7733,1510.3247,1512.9492,1543.8024,1565.7275,1557.3077,1574.0399
3442.7158,3410.964,3428.1406,3438.3374,3465.0657,3422.357,3451.0251,3454.1433
4961.5693,4886.2065,5252.0903,5181.398,4959.3843,4844.5996,5212.4946,5174.1772
13570.802,13110.505,14211.016,14473.854,13458.903,12776.39,13819.858,14111.521
782.5366,418.5874,488.4995,582.6946,750.2612,720.7268,659.9519,511.9651
1732.8508,1650.8373,1543.1418,1640.3851,1738.6761,1651.5112,1543.7991,1652.0428
1225.8236,1325.5597,1374.0786,1326.8486,1205.5164,1283.7415,1321.8776,1286.4133
2227.2295,2422.5547,2301.8271,2187.221,2253.833,2362.81,2256.8271,2169.0088
515.8384,228.91675,229.33936,346.24072,476.5481,536.08887,400.7058,257.35742
3053.8118,3156.1035,2978.42,3049.3608,3087.9387,3172.5708,2971.2446,3082.3987
2608.7112,2607.7888,2576.086,2631.174,2619.55,2596.0483,2560.925,2661.229
4090.274,4660.0684,3917.281,4006.1594,4286.003,4773.432,3974.7402,4054.34
867.7273,860.9737,812.77795,876.3703,892.69507,873.48627,811.37396,896.9829
2011.9004,2323.2468,1906.6133,2446.5542,1991.014,2292.5195,1885.0145,2365.99
2633.8174,2797.11,2663.0488,2819.8274,2659.446,2789.8044,2646.7864,2805.0388
1139.3337,1638.0325,2079.8726,1756.7776,1303.413,1689.6941,2209.4236,1868.6517
11508.949,11798.379,12802.284,12398.506,11669.044,11880.523,12870.918,12522.674
4484.716,4506.715,3484.7976,4112.5977,4574.8564,4776.9307,3740.8213,4145.4653
530.16394,476.23608,533.42017,504.6524,590.5854,504.95282,573.17224,554.4694
590.78577,515.6406,623.926,596.9061,620.8086,540.3634,645.2721,639.8722
10368.749,9990.005,11477.917,10268.698,10421.448,9816.901,11326.49,10281.897
13241.675,13928.609,14924.799,13539.494,13384.475,13436.226,14088.562,13213.613
13968.126,13943.793,14532.151,14359.654,13897.943,13970.559,14446.889,14276.444
8946.995,8687.977,9055.043,9249.245,8941.388,8704.92,9057.8545,9258.995
10628.923,9974.975,10347.032,11703.596,10719.665,9859.317,10328.932,11610.118
1646.5087,1671.738,1655.0919,1656.4913,1645.425,1663.6769,1646.3918,1657.4021
12941.619,12902.297,13372.206,13240.406,12910.758,12977.101,13367.645,13165.861
2864.9414,2828.2783,3609.9448,3363.905,3068.0571,2600.3809,3211.106,3170.3657
1066.6284,1180.3083,1264.1091,1172.9083,1110.7203,1174.396,1244.0582,1167.7867
5858.1445,5548.344,5516.9775,5821.6396,6224.5635,5677.4487,5606.332,5996.908
2285.4385,2136.7305,2408.0857,2379.145,2230.1575,2115.2368,2351.5635,2323.7937
4288.941,4246.821,4542.3945,5006.387,4717.0396,4488.1,4805.667,5267.574
7666.9014,7910.306,7809.704,7762.0366,7726.0386,7942.952,7874.278,7810.0903
5820.044,6060.573,6162.3594,6210.0156,6094.0405,6253.6484,6352.001,6417.0493
4568.9453,4575.211,4596.469,4620.4165,4649.857,4634.812,4649.893,4673.6504
9703.127,9651.906,9764.004,9585.399,9977.484,9791.488,9944.436,9659.822
2137.2764,2155.3845,2182.2988,2144.7527,2169.765,2173.788,2208.9326,2182.3896
3127.6267,3019.0237,3049.5264,3068.924,3146.0127,3030.9556,3054.1492,3099.0469
11240.057,13153.925,12641.973,11694.034,11063.851,12945.037,12329.263,11691.79
3441.9604,3558.4082,3510.7485,3711.3965,3465.5928,3604.827,3529.076,3673.9226
5507.543,6624.411,5470.509,6372.6226,5579.959,6811.202,5573.2324,6225.5435
4542.924,4575.7783,4615.0454,4515.79,4564.455,4570.9546,4597.5903,4489.6895
5641.7876,5578.487,5920.9395,5775.715,5613.893,5622.0645,5945.6494,5763.436
1396.514,1397.7053,1264.1902,1380.6521,1408.2572,1404.8655,1263.1226,1366.7614
3655.5283,3673.0237,3659.501,3634.4333,3607.455,3624.8152,3596.2,3607.4526
9779.421,9608.142,9697.586,9471.471,9656.368,9450.785,9540.183,9353.888
15305.814,15276.87,15552.869,15360.762,15333.535,15332.74,15519.859,15218.08
5242.834,5198.1104,5099.8276,5337.8613,5328.3506,5231.925,5110.0723,5338.4463
2668.5693,2661.9497,2733.4407,2705.9326,2657.9456,2622.8865,2686.2288,2692.5496
4730.612,4714.736,4846.457,4783.1987,4796.757,4770.35,4887.0874,4841.7935
4662.1616,4645.4497,4749.6816,4723.8086,4727.2964,4700.73,4789.1426,4786.005
9687.592,12879.998,7083.009,7259.0757,10134.05,13639.68,7682.647,7432.211
5291.4556,7469.169,7914.12,6218.4526,5204.074,7516.3857,8061.8135,6510.2734
5101.8057,5113.963,5161.135,5217.8945,5290.994,5260.514,5273.064,5341.221
10697.157,11544.722,10193.837,10907.844,10756.266,11695.203,10206.608,10773.258
3428.5647,3445.6873,3461.9358,3449.364,3432.8506,3468.3835,3483.6414,3460.366
2569.356,2748.1504,2654.0198,2621.0952,2598.7695,2738.9817,2642.7556,2631.8008
4645.71,4878.9263,4742.227,4619.296,4687.6924,4925.849,4798.235,4633.1523
4982.356,4871.6216,4857.789,5028.8325,4808.352,4973.9756,4912.6157,5014.3115
2442.8418,1647.2354,2683.5366,2738.651,2290.3286,2097.2002,3080.393,2825.5117
2464.2551,2304.5356,2318.6162,2376.9375,2490.8748,2362.5334,2344.8433,2348.524
3473.3896,3373.153,3380.5137,3480.588,3489.5461,3378.3032,3394.8958,3492.8508
3788.6023,3906.6487,3749.2334,3921.2737,3776.0967,3890.9792,3733.3296,3875.5403
1580.6465,1610.7028,1599.3693,1648.0604,1604.5267,1613.2251,1607.6086,1683.7816
8806.816,7231.132,6989.1074,8688.025,8805.429,7095.2964,6930.0312,8504.692
12524.153,8217.833,7662.7847,10085.728,12562.638,8317.643,7652.246,10082.01
12011.103,10517.346,10874.028,11642.366,12056.567,10409.9,10676.505,11462.852
6708.511,6709.0327,6694.511,6651.0327,6761.167,6733.2554,6733.965,6682.6685
3616.3079,4496.5005,3647.307,3752.082,3810.037,4758.8667,3866.4587,3850.1724
2762.6694,2695.8906,2752.215,2746.2778,2761.828,2699.2568,2727.486,2717.9626
11186.755,11717.5205,11151.88,11934.495,11091.697,11533.52,10976.825,11688.769
2406.1436,2438.9014,2371.2932,2476.1396,2407.3606,2443.0908,2367.3496,2461.4165
1486.853,1490.277,1526.6023,1542.9454,1537.3591,1521.3226,1557.8718,1577.081
9019.886,10143.287,9293.079,8415.692,9337.861,10456.917,9606.816,8528.817
2345.2297,2364.7192,2377.3545,2369.5264,2373.9634,2382.486,2407.2664,2396.7583
1302.8683,1286.4575,1317.0842,1307.0955,1305.8129,1287.2219,1318.6173,1309.4915
1740.2728,1808.4982,1747.3394,1701.2313,1685.145,1752.8943,1673.4736,1662.7793
2259.982,2284.754,2232.0225,2303.6172,2290.0166,2258.083,2195.3838,2327.17
8712.142,9906.0,8932.77,8098.373,9069.757,10259.701,9284.802,8228.598
3328.4773,3482.3125,3389.1553,3691.699,3355.153,3532.2544,3407.24,3659.0188
2376.8457,2379.991,2414.483,2385.4187,2368.9214,2365.2402,2404.6833,2384.1355
7341.4976,7392.0654,7419.0874,7460.975,7524.303,7561.353,7571.2617,7624.4604
5655.676,5659.1206,5660.2812,5694.4067,5666.189,5664.1123,5661.2666,5695.3125
7771.132,7791.4795,7423.6553,7589.3584,7810.8613,7943.7705,7535.331,7692.9746
10173.742,10186.147,10201.819,10173.323,10181.782,10187.244,10191.624,10149.339
9893.072,9874.72,9886.19,9879.626,9882.18,9875.022,9874.821,9878.451
8435.055,8577.306,8585.905,8581.01,8631.783,8751.146,8733.872,8783.803
2914.8594,2929.1846,2943.077,2965.4888,2979.0654,2988.5408,2996.0908,3026.4473
1541.0524,1548.9991,1554.4347,1561.5502,1573.3373,1576.6445,1579.1224,1587.3613
3032.8022,2865.2563,2833.5269,2985.9106,2946.6365,2941.0747,2885.5774,3015.0586
1346.2909,1351.718,1361.1661,1353.9369,1360.9801,1364.9191,1373.4076,1367.4609
3064.5464,2982.8633,3031.1594,3073.8672,3027.727,3081.2437,3109.6753,3096.7048
1492.2474,1512.6259,1514.9663,1534.4181,1494.0531,1509.4468,1509.7618,1531.9757
1788.9445,1846.9733,1860.655,1877.958,1795.0889,1841.6304,1854.5433,1876.9581
8020.974,8039.8506,8051.5537,8155.2305,8141.7827,8144.576,8145.4736,8261.806
8481.784,8489.708,8541.487,8556.154,8578.284,8599.736,8615.435,8652.63
13333.668,13366.799,13431.267,13470.488,13521.121,13497.617,13531.424,13589.14
7894.232,8252.1875,8319.869,7700.4155,8071.925,8444.627,8455.205,7875.3667
4785.2593,4862.6465,4768.6865,4758.263,4873.211,4957.937,4843.896,4849.991
9493.07,9509.431,9487.832,9474.463,9482.704,9518.845,9496.536,9470.035
1535.7748,1512.2211,1546.2485,1571.5076,1569.0371,1528.5338,1556.0945,1583.2786
1308.2024,1290.707,1295.497,1357.1409,1283.5115,1274.3545,1270.2996,1327.7616
3645.154,3770.0085,3533.8838,3587.0928,3750.1895,3828.318,3590.9253,3622.3335
7390.837,9210.879,7340.3496,7498.8784,7759.462,9695.792,7750.9707,7598.427
1720.8628,1731.3655,1722.038,1754.4309,1797.7582,1788.3605,1774.4236,1817.59
8799.781,10044.137,8550.841,8721.747,9332.296,10738.801,9103.615,9109.194
11476.536,11269.758,11467.729,11804.316,11520.308,11128.956,11253.49,11663.466
8171.4326,9354.377,8699.486,7229.084,8232.812,9522.239,8831.146,7177.369
6537.827,6300.7476,6451.2197,6610.4033,6724.451,6423.745,6540.369,6688.9624
1829.06,1803.7273,1865.1882,1892.6892,1850.1676,1822.3572,1865.3713,1895.4312
2212.925,2206.227,2202.8335,2191.6116,2210.9067,2202.0469,2198.0105,2193.2524
7743.8066,7904.9395,7845.987,8173.4717,7977.856,8103.824,8072.771,8332.087
7416.414,7270.1787,7386.1323,7545.2446,7501.21,7361.073,7475.652,7635.8696
3664.149,3705.468,3741.361,3783.187,3828.5225,3867.5356,3882.0876,3939.5479
1707.1152,1721.6953,1705.645,1707.7423,1709.9462,1716.7568,1697.2721,1712.8953
3087.7578,3067.5415,2918.9502,2999.7766,3095.3374,3090.3416,2924.327,3000.8555
1684.7942,1624.6301,1829.7659,1608.0507,1670.9329,1592.1326,1817.1832,1576.2324
6380.125,6411.361,6441.4053,6454.269,6476.952,6500.6265,6523.2944,6542.431
2507.7207,2717.2407,2624.6033,3430.0093,2649.882,3085.7087,2957.9524,3500.4114
6888.659,7039.537,7146.208,6984.1826,7153.4785,7159.5005,7265.3096,7099.1714
2026.2869,2051.3577,1953.9689,1983.5553,2075.8147,2099.362,1993.4294,2020.6527
3641.5203,3438.527,3426.7925,3765.5488,3572.1982,3370.5083,3346.6572,3650.4832
16159.172,26425.559,12255.926,13417.526,16817.65,28001.684,13688.646,13343.248
3116.677,3216.7817,3396.0747,3154.1516,3128.4827,3226.0364,3401.6724,3171.623
6703.1206,6780.096,6683.8457,6674.649,6626.4697,6724.4404,6578.696,6607.6045
3377.1008,3372.7195,3422.0122,3390.4636,3453.7087,3457.043,3493.261,3469.971
11740.32,11920.268,12811.587,12238.105,11712.107,12040.192,12531.8545,12238.985
10726.354,10492.19,10956.705,10970.775,11055.924,10780.166,11214.842,11261.984
9614.771,9080.619,9212.064,11414.645,10026.096,9006.232,9205.28,11264.547
782.5684,786.9823,791.9947,796.1375,800.76715,803.3402,806.45764,811.57904
12122.304,12364.469,12486.782,12598.477,12717.25,12946.0,12988.447,13216.876
1098.3462,1125.0209,1115.0765,1080.0137,1117.5347,1130.515,1122.81,1086.2708
10014.5,9864.385,9508.798,9878.378,10268.055,10029.703,9713.552,9981.958
1758.7899,1766.643,1792.3525,1756.7509,1767.1874,1754.7086,1769.9857,1739.3472
3297.5234,3312.477,3300.8206,3298.799,3289.264,3300.397,3284.5305,3303.6323
4344.035,4333.4883,4357.6167,4355.4976,4360.4307,4347.373,4364.205,4368.63
10698.06,10506.691,10883.316,10995.753,11031.971,10798.294,11151.744,11292.981
8032.7803,8043.3535,8046.621,8130.688,8133.943,8129.676,8122.3594,8219.555
5441.6597,5456.395,5412.605,5452.2354,5492.959,5481.1143,5438.258,5480.2534
6091.094,5956.2544,6024.742,6315.794,6316.4463,6092.484,6155.617,6442.416
3705.5327,3472.5083,3402.933,3703.808,3574.0366,3378.933,3274.4104,3588.7546
11730.859,11935.263,12845.27,12410.059,11770.245,12075.79,12615.534,12442.182
4871.331,4754.845,4767.076,4808.515,4956.563,4809.041,4795.243,4837.585
3331.1367,3332.8462,3340.77,3315.191,3337.8804,3330.9014,3336.9573,3328.845
2358.786,2279.6096,2351.236,2371.279,2321.2244,2237.0515,2268.5085,2329.9355
1797.3451,1804.6464,1774.8282,1770.755,1828.9537,1830.0883,1805.2069,1784.1648
3738.7007,3782.7932,3704.5198,3762.5188,3794.3542,3787.2476,3727.532,3793.2322
1547.7186,1560.992,1534.983,1578.9166,1549.7496,1560.0059,1533.5815,1579.4836
8736.46,8713.142,8602.83,8922.8125,8766.453,8711.794,8604.648,8918.331
3075.4756,3160.5981,3201.335,3237.3691,3235.5,3300.3154,3320.6506,3375.3152
1533.279,1560.8062,1558.3423,1533.6686,1552.7897,1579.2836,1571.0315,1540.2965
8214.886,8630.014,8748.236,8887.553,9128.742,9336.592,9368.434,9710.651
7999.429,8680.11,9227.995,9522.238,9695.138,10213.619,10680.473,11078.148
7872.259,7557.453,7706.568,8281.861,7990.6934,7635.804,7819.671,8377.212
6905.747,7057.128,7104.0146,6877.5537,7290.552,7286.9004,7271.1953,7105.202
10026.191,10052.993,10051.338,10064.831,10087.012,10098.675,10086.442,10104.273
3965.4583,4124.3916,4041.059,3967.939,3888.2373,4010.1619,3952.346,3958.8533
3020.413,3242.765,3258.4917,3129.6777,3044.8015,3226.7937,3243.5525,3117.9016
2940.2224,3255.8472,3241.9902,3114.7563,2999.279,3264.461,3254.9373,3119.7227
2849.7178,2855.2632,2772.8467,2830.8726,2772.4736,2822.5933,2693.825,2753.416
1614.634,1632.4707,1553.6995,1660.4509,1709.6234,1706.565,1623.4719,1741.1326
1905.351,1913.1382,2020.3375,1951.8723,1940.023,1939.2361,2040.6746,1981.7451
1468.646,1566.4928,1698.0153,1496.8679,1478.919,1572.132,1706.4105,1508.1073
1842.1244,1882.2054,1899.8533,1894.1324,1896.7891,1916.6688,1928.7297,1942.7708
1348.1896,1348.9237,1351.2131,1352.0686,1360.3569,1358.565,1356.6362,1358.3715
4591.73,4609.54,4565.4087,4556.964,4599.711,4584.074,4552.296,4587.3174
1068.0527,969.1821,1091.6605,1012.55316,1101.6948,989.6731,1118.9113,1041.0974
3285.4172,2891.7705,2977.8733,3338.1677,3371.7556,2913.4314,3006.1028,3411.0574
1173.3713,1153.419,1300.4941,1161.443,1193.7025,1175.7769,1328.1642,1182.8503
1843.5223,2001.4943,1879.7567,2011.209,2042.712,2070.162,1937.5973,2230.4585
1855.6013,1730.6052,1859.2483,1906.4142,1895.0997,1734.2377,1858.2004,1895.5237
5041.881,5133.907,5185.516,5243.427,5323.358,5383.892,5410.1475,5498.413
1077.2108,964.01294,1092.2935,1046.9154,1116.6768,983.0237,1119.5846,1076.4873
4447.55,4046.309,4376.554,4601.5894,4605.193,4106.389,4464.4204,4703.2144
3939.8823,3769.5024,3960.6143,3909.2751,3960.576,3786.781,3962.695,3907.9084
3575.5278,3661.0752,3718.8818,3774.1382,3836.162,3903.4768,3941.6643,4012.2783
8103.9463,6734.881,7624.4893,7173.641,8238.346,6704.7227,7481.2124,7136.8184
3538.8613,3757.1853,3760.2478,3789.0723,3547.0256,3758.4343,3777.2527,3805.084
1814.0763,1778.152,2274.2805,2206.4197,1858.7178,1771.1271,2276.323,2222.065
10503.229,11262.996,10689.687,10872.925,10636.694,11373.052,10763.398,10902.076
4534.104,5066.799,5598.135,5245.2715,4619.6157,5025.0547,5551.9927,5322.2153
20199.592,20344.945,19977.969,20319.123,20451.197,20685.01,20079.92,20458.486
5784.653,6221.269,5674.0083,5757.243,5832.708,6368.475,5770.1934,5679.8267
17257.13,16704.137,17451.998,18288.254,17784.783,16627.082,17369.021,18490.473
1778.419,1761.4241,1747.0919,1760.6779,1769.7234,1766.88,1749.0842,1750.8313
6274.732,7060.1357,7237.878,7253.199,6357.8945,7541.579,7724.427,7732.744
3286.7437,3397.635,3318.2632,3368.0596,3284.4045,3396.0518,3315.9805,3368.4329
4331.339,4671.1084,4484.543,4741.3574,4354.8047,4685.02,4518.1416,4769.8335
1622.594,1716.1406,1719.8953,1707.0173,1616.4396,1706.2356,1716.1118,1724.82
1440.1625,1615.1633,1563.8604,1404.9055,1449.0294,1615.8623,1564.9961,1410.13
3069.7295,3412.5557,3532.029,3361.7026,3063.1138,3395.9727,3524.0964,3353.678
3125.7595,2976.7236,3441.1392,3260.3362,3230.6929,3003.636,3452.341,3295.317
1799.9391,1830.461,1659.288,1821.3567,1830.1207,1835.9756,1651.5293,1857.6921
2741.2341,2772.8977,2817.7246,2846.1694,2874.163,2878.4575,2908.8328,2964.6387
8551.25,8886.48,8940.623,9340.75,9376.887,9494.939,9505.334,9950.526
5445.5986,5297.2393,5407.669,6193.409,5216.975,5067.429,5138.8594,6043.768
4659.6895,4723.3438,4713.547,4769.018,4821.7227,4844.2495,4822.5737,4904.0605
5958.0005,6049.031,6027.067,5753.869,6037.581,6044.8223,5998.255,5813.0293
10237.766,10264.486,10471.208,10337.636,10346.089,10357.258,10553.396,10436.938
1465.4429,1542.7256,1459.4553,1289.467,1498.7844,1588.8154,1491.8639,1305.888
7969.7944,7866.627,7992.3643,8070.9937,7995.313,7905.578,7987.2007,8069.341
7115.0776,7206.4067,7172.895,7165.662,7178.181,7226.969,7204.863,7233.675
5939.898,6058.0576,6106.241,6226.491,6087.568,6212.539,6255.075,6421.23
2362.4294,2355.7747,2357.2407,2433.854,2428.6538,2433.8816,2438.4473,2524.7249
12810.267,12947.91,13067.914,13096.12,13216.853,13268.063,13332.939,13438.089
3122.9006,3183.8018,3205.0598,3193.952,3265.4119,3255.4375,3266.6018,3284.0159
8105.6753,8347.011,8160.433,8022.794,8186.5776,8380.233,8185.931,8062.1245
4923.5415,5146.302,5236.035,5304.633,5654.1006,5808.539,5837.661,6006.0938
12315.299,12592.037,12644.678,12748.564,12923.205,13070.063,13089.676,13318.282
11450.04,11525.478,11609.445,11596.394,11561.652,11497.293,11580.85,11586.176
5778.6816,5849.3574,5828.089,5825.9272,5853.0186,5857.7974,5813.973,5836.6772
3332.9473,3322.7725,3332.0986,3337.453,3325.787,3334.413,3338.5586,3338.8582
3332.5486,3338.0664,3384.6262,3378.7285,3385.7559,3350.1404,3388.432,3396.4783
2995.4846,3022.5852,3024.7378,3050.661,3004.8662,3043.1294,3044.0588,3089.1824
1938.7806,1978.2734,2017.7856,2049.1882,2089.8198,2119.4985,2141.791,2183.9414
