V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
2705.1147,2592.6865,2521.3677,2309.691,2173.1729,2096.3726,2049.591,1992.1168,2045.5642,2050.3262,2087.8428,2026.4514,2122.2202,2177.0198,2293.9785,2446.3474,2609.8433,2674.2341,2717.1836,2726.269,2785.538,2799.6362,2795.6077,2681.9302,2422.0005,2402.2927,2399.0774,2187.0444,2008.5323,1914.4027,1816.9031,1808.7611,1917.4368,1892.5077,1861.5994,1893.6934,2002.4729,2168.5552,2223.7021,2339.0916,2462.5142,2553.3943,2541.8184,2584.5618,2562.0544,2665.025,2574.7039,2433.7336
3148.9065,2798.8035,2491.1235,2330.9934,2252.9639,2183.4949,2198.7554,2264.9126,2331.9575,2546.3162,2833.8486,3144.8174,3480.2847,3643.155,3727.1558,3792.1206,3839.0913,3845.461,3860.8735,3845.041,3849.1572,3787.937,3710.4233,3383.0884,2957.693,2606.979,2347.083,2216.169,2131.2617,2024.1611,2055.5508,2149.48,2255.166,2441.3018,2797.7524,3149.4976,3398.6016,3595.0227,3733.9692,3722.6907,3774.244,3793.0415,3851.9526,3797.7686,3772.9731,3674.2456,3562.8887,3213.1746
3655.615,3391.8857,3158.2715,3044.5593,2987.2297,2946.2886,2999.1875,3104.6086,3183.11,3369.5435,3615.2764,3848.4612,4146.7256,4346.518,4498.6953,4650.368,4767.866,4817.3926,4763.09,4627.931,4480.9043,4309.656,4179.0366,3869.5713,3545.0156,3276.272,3067.2366,2969.7705,2906.3464,2800.1458,2860.21,2984.8008,3070.558,3253.6167,3549.8186,3817.87,4037.8555,4300.804,4531.504,4592.977,4698.4746,4731.39,4731.632,4559.1743,4392.151,4196.049,4047.121,3757.7036
449.66824,450.65524,389.0008,295.15527,267.4769,241.3077,233.5491,228.98122,222.5123,223.14758,263.95193,331.13156,421.1106,489.43256,551.9504,563.14014,562.1605,572.8252,602.25464,644.5539,698.28864,686.4831,606.48193,516.5072,456.0459,442.55203,380.38916,330.4568,239.06525,236.86949,231.07391,236.09195,254.25572,211.45627,250.69728,318.24316,410.32712,500.58472,544.0464,569.6709,554.5603,570.2419,581.75653,619.9873,622.3878,648.94226,565.2289,482.80933
37216.04,34206.902,31632.207,30465.424,29848.762,29424.973,29491.957,30401.39,31072.717,33104.277,35899.5,38622.242,41894.113,44054.227,45701.152,46883.79,47478.39,46964.953,46314.01,45121.785,43926.703,42900.633,42254.4,39497.72,35894.477,32705.76,30393.207,29501.13,28799.645,27622.48,27890.145,29010.86,29763.676,31700.174,35069.367,37996.18,40625.855,43442.504,45550.445,46105.492,46752.03,46728.656,46606.977,44884.15,43485.543,41989.945,40842.152,38253.895
36295.53,33341.043,30879.7,29723.922,29120.244,28736.184,28824.459,29713.744,30382.582,32397.117,35091.797,37798.816,40893.363,42828.195,44175.99,45047.51,45414.496,44826.43,44290.11,43398.57,42612.117,41842.742,41286.773,38497.043,34918.84,31844.035,29645.734,28754.934,28084.309,26943.043,27223.623,28327.23,29069.934,30982.45,34262.996,37138.242,39666.418,42223.664,44117.742,44422.305,44883.39,44818.516,44735.633,43275.78,42206.56,40938.9,39841.773,37246.02
1108.317,1045.5037,1030.341,1010.3347,1013.492,1002.8116,1011.53235,1038.8354,1064.3353,1100.1733,1196.941,1274.8208,1336.6907,1345.0267,1376.965,1458.4025,1610.5405,1732.708,1750.2534,1640.1074,1417.8646,1339.5485,1265.1343,1155.3265,1094.6945,1022.0415,1015.94403,1002.78174,1020.81726,988.0847,1047.7953,1073.1257,1108.3269,1165.214,1239.6384,1297.2317,1329.5858,1381.8994,1411.205,1473.9584,1583.5388,1678.2843,1708.7339,1579.2585,1421.9674,1273.8243,1200.386,1131.5906
6285.5337,6025.0166,5376.627,4824.9697,4279.654,3748.6357,3564.0571,3417.8867,3404.5317,3598.5933,3810.123,3965.4275,4227.0444,4651.1387,5021.8896,5543.2207,5806.118,5988.7715,6225.194,6378.258,6566.446,6538.5674,6406.4688,6316.3506,6209.8906,5935.622,5421.73,4778.967,4160.0,3624.3425,3349.8496,3244.3806,3430.7073,3366.855,3627.9785,3857.892,3992.6396,4511.699,5087.8096,5417.129,5781.7583,6078.9985,6361.3184,6532.759,6536.977,6574.336,6338.0684,6285.3867
22581.053,21913.344,20460.201,19230.17,18086.605,16952.258,16492.83,16150.245,16260.699,16833.885,17472.246,17912.758,18636.49,19603.021,20424.436,21422.268,21917.45,22419.43,23049.064,23528.09,23894.389,23644.246,23127.793,22753.498,22253.242,21579.59,20259.736,18861.707,17513.197,16277.187,15700.914,15606.051,16069.136,16096.166,16759.605,17428.363,17993.168,19265.58,20463.46,21074.695,21738.816,22379.662,23158.389,23726.436,23751.223,23568.26,22822.508,22562.766
35545.324,33627.777,31149.564,29572.67,28861.05,27692.309,27391.188,27599.215,28249.795,29541.854,31075.13,32537.967,34644.086,36393.508,37785.773,39543.98,41173.152,41735.516,42158.527,41774.926,41069.23,39748.82,38607.42,37238.266,35362.402,33367.594,30923.975,29587.473,28365.355,27002.012,26754.57,27242.852,28075.324,28793.463,30649.668,32703.783,34557.555,36785.004,38965.98,40098.758,41686.82,42345.65,43317.04,42481.65,41556.863,40073.863,38583.82,37200.61
378.45624,365.08252,350.72253,333.6891,332.1786,321.4306,330.80182,347.67752,350.9795,373.66446,406.08954,418.0141,409.0985,418.31985,439.02783,466.1534,475.94308,473.52823,461.66962,434.31442,394.6012,372.76675,370.0744,368.17627,359.92764,339.61258,327.97855,315.499,305.0254,293.73645,301.3681,320.35315,326.70282,347.12207,379.21045,397.02496,395.3899,422.13074,450.77893,467.6831,483.49197,480.3581,479.95786,449.8418,423.2015,400.95694,389.10547,369.6493
2735.4858,2531.506,2345.2676,2247.27,2212.7246,2206.6057,2250.2344,2399.9917,2519.2139,2746.7163,2991.2756,3203.8904,3447.98,3556.6814,3551.895,3494.2495,3421.7212,3287.4285,3270.3616,3225.9204,3204.0364,3171.3406,3076.5056,2901.5354,2672.048,2441.3262,2262.1868,2205.8506,2167.104,2097.271,2192.8616,2320.0767,2422.6453,2639.0667,2918.5088,3140.0762,3337.4958,3461.7856,3555.59,3501.684,3403.8433,3349.8943,3325.4424,3202.0635,3155.778,3093.1204,3007.9307,2852.9949
1634.1565,1542.7664,1437.9398,1382.4377,1342.2661,1239.5642,1214.5408,1205.1237,1235.6516,1329.709,1462.5751,1541.838,1598.5847,1630.838,1648.7518,1655.177,1690.6631,1667.6757,1740.901,1783.5724,1808.4453,1776.6525,1716.3213,1680.8442,1614.7876,1551.7516,1431.1006,1412.0676,1331.3464,1205.6891,1163.8291,1184.6102,1227.0583,1271.9434,1384.577,1505.385,1568.8092,1638.3463,1694.4712,1710.8815,1699.7928,1712.209,1758.2437,1780.7131,1778.8833,1704.1825,1664.9109,1632.6234
378.06274,354.14014,314.95316,271.3103,237.7344,209.76346,198.21649,193.68709,189.32935,204.18146,237.6688,271.08792,308.36542,330.03854,335.76038,358.10632,379.8953,409.45093,410.7769,413.17706,422.2448,416.98633,408.4892,388.04987,349.75616,322.45547,291.22452,250.75514,218.49203,203.35141,195.62672,191.2557,200.83215,198.05255,226.044,251.29628,271.92184,294.56216,310.71265,319.98285,340.09293,374.28342,384.0544,390.74188,384.9639,383.42847,372.11218,351.99173
333.0918,270.98468,197.20898,147.87355,120.097885,103.39131,98.48947,91.54485,82.83528,84.17546,85.739494,75.84317,90.113365,92.40097,140.71878,220.3088,292.88464,343.79706,349.29163,359.7372,386.17288,371.5527,374.34137,339.14508,269.89725,205.47554,167.1528,123.035675,100.47825,89.11075,83.95404,76.10647,86.49321,73.111404,77.64681,83.94619,100.421295,133.26294,163.01923,193.9646,262.28613,298.35938,306.27075,319.90338,311.66675,301.97662,291.29907,249.06897
23236.537,21462.805,19818.55,18795.969,18277.166,17828.07,17813.357,18205.3,18565.234,19726.555,21051.385,22295.096,24051.633,25234.744,25929.352,26776.383,27529.43,27736.477,27765.82,27511.836,27045.676,26203.52,25802.232,24424.178,22672.307,20870.662,19330.717,18524.695,17906.775,17170.59,17245.281,17691.688,18153.486,19196.002,20979.334,22730.48,24130.213,25689.172,26851.217,27118.95,27653.145,27771.645,28051.078,27443.846,26800.357,25844.965,25271.816,23985.94
572663.25,535019.56,493298.22,466959.28,451831.66,437535.25,438228.28,449416.5,462376.1,488364.12,521756.88,549256.44,588371.06,617347.7,639087.1,659841.3,675275.94,682447.06,683712.9,676029.9,668030.75,649952.0,632229.1,597879.1,553777.4,516261.94,478895.12,454944.94,436887.78,416865.62,418760.0,431391.56,447182.2,467185.6,503945.34,538110.7,568412.25,607223.1,637302.06,646368.8,661134.94,671080.44,676816.3,666294.7,650022.8,631278.6,610306.3,579555.75
5477.078,5287.2285,5049.969,4828.489,4763.075,4614.59,4687.511,4609.083,4725.045,4729.2427,4974.757,5254.583,5464.2417,5472.1675,5291.5303,5235.49,5441.3564,5703.239,5791.5864,5818.685,5757.337,5702.515,5619.909,5547.6113,5534.749,5329.8003,5022.166,4852.311,4709.4287,4542.6064,4569.3794,4578.142,4704.5215,4680.2744,4621.6357,5025.625,5255.8345,5426.0156,5388.9487,5359.958,5479.858,5727.2935,5849.475,5823.901,5847.668,5791.743,5719.3843,5625.599
1432.9104,1311.0708,1164.7709,1058.8776,961.0967,848.7285,800.79346,771.79004,778.0156,868.95544,884.86926,887.73706,976.0641,1083.0078,1171.1901,1272.7507,1301.8074,1490.2478,1664.2844,1740.3218,1725.5566,1718.9944,1590.9104,1540.0189,1439.8301,1301.7649,1191.5773,1034.1248,884.80115,764.6964,728.4417,739.6105,758.5886,769.0807,825.3958,874.1687,934.00336,1067.5344,1157.0415,1182.3738,1247.862,1382.3064,1580.1648,1662.5188,1664.4391,1608.0614,1498.4928,1524.9868
28.43103,36.301758,216.41492,360.9765,753.416,1064.2238,1426.1538,2465.1997,3419.5132,3880.8638,3719.6055,3403.8062,3067.1113,2261.8052,1303.2881,615.6765,354.7386,145.60046,175.72388,176.82288,82.98169,27.71289,51.994995,-6.7369385,48.191406,49.529297,120.91431,468.48914,865.4895,978.5459,1639.0054,2361.2217,3167.6099,3895.8652,3843.3735,3494.918,3270.1494,2247.648,1461.8293,954.3396,555.26086,457.93152,328.02057,172.65845,162.20343,18.930054,148.6471,59.739624
12.3133545,41.600403,151.14392,223.42358,495.96487,732.8971,1040.2278,1805.9617,2595.1863,2995.5513,2866.3645,2608.1702,2324.918,1794.9802,1118.1046,544.6782,304.75348,139.25256,141.24377,141.69916,52.7511,32.934998,38.44275,-10.208984,49.789246,47.166443,100.108154,310.35675,567.5632,695.96783,1167.584,1736.0668,2420.912,3008.5032,2887.0793,2530.6763,2347.5547,1725.1052,1171.5205,787.16583,415.41647,365.54752,245.44434,118.994934,104.84607,18.862549,118.41553,76.539734
8.407227,50.86743,180.0805,301.3687,541.08417,739.4514,923.19836,1538.469,2199.895,2634.1636,2585.9058,2493.9326,2457.6445,2455.952,2263.4727,1831.8318,1564.3551,1155.0614,928.1926,599.3362,206.33319,104.95398,114.513794,12.484009,74.67212,51.345703,120.660645,328.43842,570.97107,575.3229,904.3146,1456.1586,2032.4384,2656.871,2678.1187,2406.974,2446.6538,2383.6929,2388.8716,2145.2473,1851.373,1575.2435,1231.8236,719.3833,501.16986,178.65845,136.63306,43.96057
28.912231,36.927734,233.14062,369.52515,807.73193,1173.9672,1639.68,2645.9004,3543.5962,4008.167,3884.9336,3689.584,3441.8257,2982.3237,2290.801,1480.3722,1074.0541,768.4745,683.4594,605.8703,282.71997,161.74622,83.07361,6.70813,57.739136,67.70044,172.8114,464.2727,909.5595,1057.0131,1767.2593,2555.4897,3254.441,4005.581,3852.9414,3567.8193,3509.9695,2931.7705,2352.98,1864.7043,1404.0764,1233.6448,1072.5344,805.7159,701.08014,302.09412,299.86365,90.859375
41.026,82.6543,350.48517,780.74207,1199.6769,1135.156,1043.7761,1463.6703,1813.3835,1919.8824,1718.4548,1846.9369,2200.106,2129.6196,1641.2592,920.7003,628.3148,440.7793,461.94452,260.3766,140.99213,47.994446,74.33887,5.482422,55.66089,120.22516,343.2107,806.97504,1209.9747,1026.1616,1338.6628,1531.8591,1793.3654,2034.5958,1894.5808,1875.5005,2232.861,2005.3239,1740.3044,1193.2021,936.66876,754.3069,785.91736,486.91925,391.71313,72.27362,109.878296,90.509766
46.003906,108.1615,523.9546,1286.6631,1891.783,1553.846,1049.0846,1446.582,1834.2654,2000.6028,1853.6226,1946.324,2406.7837,2522.4873,1963.0278,1114.1742,816.36273,574.5829,621.6738,404.29425,206.24707,122.45477,43.215515,29.777039,83.22363,93.22046,453.17664,1211.0538,1619.3259,1336.3693,1212.2269,1290.044,1698.332,1978.7175,1901.6792,1835.3225,2248.5674,2212.7087,1868.8179,1207.231,876.7103,794.04675,708.4438,509.5759,382.1211,135.13141,97.04205,65.7583
26.138474,21.67781,111.05362,273.02747,282.14172,191.06883,110.82832,273.20636,372.84958,246.49109,162.53146,345.86765,409.04303,304.41983,264.5952,214.28177,181.50314,94.11343,76.90369,59.872574,48.337532,51.267586,24.632263,11.255127,6.9429016,-3.0289154,104.31193,264.99988,347.10352,175.68243,149.00716,250.09271,432.9989,333.59012,182.78824,356.87012,440.91943,277.31635,280.60034,200.46037,174.85313,86.310295,31.8806,40.40039,34.339264,24.135971,33.178726,28.047058
8.773918,22.958256,40.01467,69.37709,102.00545,79.70415,48.97769,89.33333,128.05959,128.70357,97.213806,97.02962,150.2412,144.9785,130.12291,91.0319,36.735085,21.365479,23.53075,18.226303,17.264305,16.401493,9.60965,8.100143,18.066357,22.801315,54.859077,78.170105,91.88225,73.367874,82.91721,84.132286,111.14786,124.06058,103.242,97.29356,129.47446,114.62507,126.448746,90.263374,34.03243,29.465992,15.398685,22.319786,11.90192,16.810833,9.070019,11.818672
-2.1409607,42.097153,253.41962,609.4841,848.1089,668.7733,360.47922,476.7328,621.16943,631.8589,501.16956,494.39386,723.406,763.5704,542.45514,229.90509,109.19083,22.121246,68.08301,34.697662,18.48796,38.88414,1.4187622,12.881393,19.786163,68.754135,249.52873,577.6689,719.54004,577.72626,393.00995,346.98132,563.3666,602.9341,486.3421,446.30072,621.1198,613.04755,461.37073,205.27858,86.69566,93.4521,34.02516,17.518738,31.443344,21.853714,14.961502,17.283264
4.40271,28.202972,166.61414,425.94086,605.62024,485.8182,291.68393,336.34283,413.31018,388.5778,294.8509,338.274,600.4442,669.64124,546.1961,290.0266,164.85902,58.50107,72.59796,40.07744,23.269775,28.574417,2.9725494,19.564453,13.6465,26.805267,138.11913,399.17688,512.30334,419.9349,307.22058,290.35312,402.55273,394.77484,312.50317,308.09125,516.4658,554.2403,464.69626,257.50226,142.26819,106.284256,51.984924,39.052155,37.893066,18.77919,16.504486,23.660492
17.610992,12.778824,21.660248,21.81379,39.037857,35.90216,83.9418,147.91447,246.31618,269.38245,250.34918,249.10275,168.54791,99.71613,77.19325,55.404175,73.29363,63.30783,40.82997,10.265701,14.256363,14.192062,28.004997,2.8135529,17.329315,3.3738556,35.70787,32.986954,47.966446,41.93184,119.82909,207.73029,322.91382,320.47003,344.68347,276.25165,229.33917,89.911964,119.75908,127.38767,121.9298,124.80284,79.30935,34.3423,20.420258,3.4684448,3.7901764,18.77118
16.302979,25.260239,30.262909,58.058136,124.47273,131.06453,185.50378,299.8174,462.1966,508.0254,434.1247,407.61258,375.92975,215.41513,150.08972,138.0337,136.44681,96.80669,98.97516,45.6698,31.610641,16.883057,26.331345,-0.2917328,32.54631,10.346573,44.85782,82.28322,135.0329,117.41113,221.94142,313.82217,488.49564,556.7818,533.01337,462.94424,416.99548,184.95659,256.66437,252.59833,221.13168,185.07928,139.57135,72.366486,35.968506,8.335022,13.085007,19.71634
42.351685,139.18909,891.8032,2372.9807,3282.8276,2522.1445,1261.055,1064.8334,946.136,964.1933,885.1038,1246.8148,2155.76,2433.1477,1782.875,736.80457,357.51108,39.0979,197.9867,22.07431,49.73117,82.17111,-18.63684,82.385864,46.610413,91.733795,725.09314,2061.9177,2632.921,2097.8354,1215.0583,689.5443,811.04297,866.01874,865.6293,998.3722,1688.7368,1884.5359,1429.015,654.71545,292.9118,209.4654,56.59662,49.278687,53.96527,49.3721,21.899597,75.38855
43.213715,48.89334,147.13715,338.89334,499.38477,433.6562,326.53326,432.17578,526.44775,580.65326,550.5335,572.7651,696.0464,754.5903,633.69916,411.67072,347.91916,321.7355,317.76944,200.3032,108.87305,63.58542,39.165222,28.860138,49.463898,54.614014,135.87221,315.47098,441.5462,382.83813,371.9294,406.36157,481.51733,592.8224,587.57404,557.0183,681.9512,712.93774,634.7124,478.72443,377.82422,390.13113,368.725,271.7666,192.80005,76.60733,54.120575,51.424164
17.798706,37.049744,135.16516,242.44662,431.25177,521.90186,581.6809,977.11584,1409.8955,1644.0293,1571.8733,1546.4716,1669.331,1597.8057,1295.3053,869.2943,664.9562,465.6277,342.48145,211.79318,84.92609,50.69763,37.72412,-1.1155396,34.12976,38.36841,84.64404,280.65106,436.5443,451.13153,615.4091,959.61957,1320.686,1680.2156,1640.8469,1563.9216,1706.0046,1564.3654,1291.8425,1011.42004,782.5641,658.47754,492.5409,271.00092,207.74255,72.26959,90.11145,32.30359
21.506104,45.21411,189.94052,405.0913,743.0478,914.59717,1111.4216,1749.8832,2334.334,2454.3286,2098.2705,1714.7402,1490.9045,1151.1573,749.5952,381.37982,201.28403,139.08789,132.6322,118.75818,42.72577,29.50177,20.544006,6.5968018,30.226257,39.48816,159.32397,424.06006,745.51807,882.7065,1221.7278,1624.5609,2129.5044,2408.3506,2039.7616,1633.6279,1495.1577,1082.5626,771.71027,483.41296,271.4378,270.63446,179.08527,134.0149,93.057495,40.253357,110.02612,40.8407
32.374634,61.040314,368.4034,935.03876,1372.3099,1160.1255,789.80115,970.1032,1246.3074,1234.9241,1004.88293,793.9501,970.9503,998.5914,749.81067,368.8366,190.26274,116.984406,186.67622,111.05997,41.296204,27.696869,0.82037354,35.50186,34.506104,59.2836,305.2073,862.09766,1174.169,1042.969,842.7904,801.751,1077.3749,1184.6519,900.6,731.18805,815.1354,881.2334,673.994,385.76553,232.34677,200.76447,191.12389,146.7028,96.91193,32.951935,45.96338,26.113007
21.408997,65.51994,362.04,924.08484,1286.0374,1061.8246,651.11475,677.8769,721.9572,702.71484,625.22,709.834,1065.8273,1140.7188,848.54846,385.32327,175.59879,65.72232,143.28667,69.55928,35.28961,44.29767,2.7980042,42.074493,32.132904,39.09326,290.06827,826.355,1084.7246,911.3522,644.65906,517.76196,624.55286,672.9324,592.7805,601.09814,859.41943,909.34424,702.6836,378.92212,176.44778,142.23782,117.39993,89.662445,57.521484,35.71466,31.183441,47.99852
44.90091,13.883026,31.149475,72.26718,159.94235,229.3265,358.18964,619.7521,918.16754,1013.30115,969.4723,888.41345,863.7693,901.0582,987.7124,890.74023,780.2212,594.31805,443.92352,246.10327,143.17468,77.33682,44.94629,9.737549,4.1862793,9.412476,31.884369,88.37863,191.41281,175.22311,356.822,588.71387,795.1985,1015.1082,920.5723,793.0597,815.7374,849.0456,965.95056,955.38916,881.5984,649.54395,458.58054,237.2553,175.83127,79.87857,46.86386,12.269836
59.446503,83.83362,147.21626,297.80374,466.2806,635.2369,682.04584,614.90106,560.4264,528.761,562.9862,674.4425,734.67114,632.81055,453.5009,327.4419,231.51498,119.319885,70.372894,24.79663,6.4730835,23.03592,17.575134,17.266571,65.19968,123.56369,161.06406,292.83856,458.9831,653.9668,652.6201,596.1992,457.3405,524.81104,565.6464,683.8124,758.531,663.0687,557.7842,475.14758,364.0778,178.39954,120.43323,63.349365,56.357147,16.095459,27.08548,14.181091
153.95636,116.4223,67.54901,120.3631,234.94113,289.46014,386.1758,612.9203,866.9723,1015.1985,961.1981,974.82025,1023.79834,1103.8378,1093.4652,986.00854,860.1266,675.697,572.3164,473.7819,309.38144,223.3386,242.4075,195.22699,85.60608,57.231995,90.33386,149.87787,279.4265,244.74734,410.08875,594.0686,860.3631,1074.9406,973.70447,875.9424,1052.7336,1100.2688,1173.9443,1056.9514,992.7915,778.63617,701.5735,577.5558,420.88922,338.45786,299.2302,228.87949
25.08252,39.957153,169.47375,488.0171,985.22485,1240.6437,1489.2687,2013.2976,2230.7527,2393.8696,2370.5168,2480.8374,2514.845,2480.8318,2128.6218,1561.5314,1190.2291,938.11847,737.86414,538.4745,293.3285,113.03052,79.33801,17.295532,24.121948,93.15576,335.53882,860.0529,1451.6512,1435.2675,1821.513,2044.3093,2153.2974,2560.3933,2497.2727,2474.31,2774.2441,2736.752,2331.0735,1761.5797,1408.12,1085.0979,888.79236,566.38715,422.63428,124.334595,98.51648,46.60193
25.366394,32.91623,63.636627,161.9415,332.50598,358.4365,309.11288,282.26144,242.45602,258.9721,213.98926,237.1358,283.21744,315.43033,247.90596,172.53171,120.50809,111.75206,98.207535,70.85716,57.923813,42.552383,28.168335,26.224106,23.1221,39.541412,106.79408,294.61884,517.4084,499.38147,424.96472,319.3719,307.90222,365.7131,297.75894,264.2755,377.59033,429.21674,345.4901,213.70189,173.87039,114.25064,108.06618,72.261215,71.81798,37.478333,28.909973,28.135132
67.32495,76.881226,249.89716,565.4303,939.51215,888.57983,725.4735,791.7111,704.362,782.0377,681.2855,789.53217,1068.2362,1267.2023,960.34393,557.30896,423.57568,337.9388,219.6164,130.11987,116.10986,74.26416,58.026855,-0.88220215,56.2218,122.45203,427.37375,1077.6571,1583.8044,1325.3337,1059.8557,985.13135,943.00903,1070.5076,937.30554,1015.1169,1554.7471,1857.2786,1304.5356,752.36707,532.83936,329.4443,231.73578,96.14215,142.38037,17.756042,37.000916,-13.633423
28.063446,22.77002,93.1785,171.07527,282.33875,384.15552,501.43158,706.81415,873.3774,989.9361,1109.6736,1078.3169,987.1754,851.49316,678.4009,390.90192,233.30981,149.7318,136.06021,90.1297,63.353577,4.9374695,19.784088,1.4315491,-27.611206,73.549866,105.90167,229.48999,360.68927,359.21677,434.54416,586.83984,658.3931,898.28235,885.8369,875.4374,882.0039,865.38135,630.7041,435.33356,272.95978,154.9422,119.74313,193.16063,156.1663,23.905548,48.07022,53.381927
207.94858,350.746,666.7954,1083.88,1355.0767,1626.8655,1617.5779,1436.1521,1111.5093,712.6614,468.14862,378.6678,337.5641,247.66061,222.18652,169.45163,113.92093,102.41412,58.17383,66.841125,16.343689,37.229614,47.52765,137.58398,264.4361,468.9425,723.4166,1004.0742,1385.0884,1738.3555,1691.5679,1379.0986,978.0126,673.90857,461.6147,386.35242,347.04355,316.2338,211.9812,177.29147,158.02954,66.606476,29.163574,69.0336,74.627625,76.963196,88.93173,169.35873
18.853912,21.225037,33.3668,59.124886,127.81977,215.77817,305.25906,371.74518,420.75342,431.19824,397.32947,300.52786,211.83063,177.5357,148.871,118.28169,75.73182,69.49608,54.81225,48.797325,37.06932,23.0363,15.889481,11.461487,17.126663,22.115295,45.70083,87.82788,166.40572,210.35367,287.99036,333.5236,350.28522,394.7676,337.3014,261.5985,200.71542,177.33075,155.69165,122.04095,107.58588,77.49219,69.23904,51.30967,43.70804,29.78418,30.572487,16.705536
343.45203,626.20514,924.3946,1091.4192,1347.5157,1857.5125,2193.533,2122.9326,1916.3245,1769.0126,1560.0793,1182.1093,651.23706,311.29822,375.63672,220.89948,-26.639587,-65.60516,77.23779,-37.0343,-12.614563,35.909973,95.55542,239.25159,603.6584,838.73236,880.23004,1119.3304,1452.4338,1692.7295,2094.324,1949.7837,1746.5403,1825.428,1919.7292,1580.8896,1043.9121,585.3097,584.7702,359.95227,103.937744,-21.374207,-0.70513916,-3.1369019,36.3183,62.776978,134.14282,346.5866
19.426666,46.932617,131.43634,308.42126,422.68045,422.07767,362.58133,432.2376,570.9408,602.38806,446.1616,410.7693,430.3661,571.1773,538.3982,313.76813,210.62445,147.36638,118.72308,58.351868,17.7518,40.48651,51.440002,29.22229,26.291077,33.559875,127.82706,310.5522,424.84515,403.34656,336.00537,498.77234,636.5784,775.9195,711.36475,581.2898,635.2632,675.5917,593.6284,358.4428,240.57928,144.2212,123.46913,39.321045,65.51996,25.331146,26.522217,35.28607
230.17868,152.1308,100.673645,137.69293,241.77731,317.534,420.91327,572.87396,786.5266,779.995,732.9934,674.7502,645.2207,733.7649,833.37195,845.46686,825.2437,789.73376,741.475,666.80096,555.5836,476.24945,377.52173,279.8628,170.80698,96.70352,123.598114,178.25125,292.33838,328.17035,458.0567,662.8152,844.0149,900.1355,763.7171,677.9304,718.3765,793.9392,842.53345,869.5676,837.11633,780.5785,716.80505,569.1569,432.85474,323.18982,250.45654,160.68768
17.317078,7.532135,30.214996,103.155304,170.61414,220.75656,277.8379,425.7281,525.8781,567.164,560.86084,531.40515,574.3373,530.6887,644.97876,755.81085,905.9643,813.30115,617.6395,333.45483,135.01349,62.147522,41.084198,27.757812,22.003296,21.759827,46.30475,107.678314,150.97566,175.68341,261.07434,386.07388,479.99347,601.54,690.27686,648.99255,625.0198,601.374,725.2084,880.52893,940.08264,798.2162,563.3231,277.45523,127.28265,-1.4425049,15.023132,18.055573
122.47571,92.89081,169.06482,618.6697,933.32916,1001.4132,886.59247,888.60547,959.7213,872.7302,735.38617,805.4798,1407.2075,1861.195,1925.9933,1467.9385,1302.6396,1309.87,1250.2241,955.4204,680.3117,456.5056,277.87128,184.30774,95.46985,90.50928,206.21588,662.8515,1035.634,1024.6559,982.1239,952.7674,903.36035,1003.1928,867.25714,874.5643,1376.7712,1810.0607,1682.1558,1329.3938,1152.8965,1144.9956,1067.9829,740.3333,479.47446,245.70404,146.59985,67.503296
21.890251,30.019318,107.08601,287.89252,372.89105,329.07355,225.596,250.61374,285.6015,264.11707,223.35345,274.70917,361.86365,369.6406,236.71448,107.21346,74.271996,66.38106,48.96746,27.436256,17.498047,22.220154,11.366165,13.930298,23.754707,31.673958,88.19144,261.48215,358.95856,283.8481,204.82199,206.19774,223.0618,241.3377,199.40305,245.74461,341.90344,308.72284,191.15375,95.74993,72.31801,59.920525,55.464554,35.34413,22.293785,19.901627,14.4292145,17.775574
8.17012,28.309692,36.68448,77.40276,127.48972,149.95975,169.65892,210.4408,273.07538,277.69336,219.54343,220.18427,262.61353,199.05267,126.27333,94.72128,107.173805,73.71558,48.15117,30.94513,15.507462,13.074631,13.341736,15.099396,35.543907,23.28286,60.78885,117.54419,162.09882,158.7411,199.88821,225.58615,276.8708,320.43265,241.32553,258.32196,303.47958,216.37357,168.568,125.2981,120.53956,88.56738,73.77455,41.989105,29.45726,26.053696,25.24015,8.143311
157.20068,176.11389,608.1001,1612.5969,2407.0137,2097.1104,1393.9126,1837.4263,2880.0742,3053.062,2512.8938,2265.9688,2859.7087,3548.4607,3267.5132,2341.1052,1912.8715,1655.1593,1288.4918,794.55536,483.07056,376.5354,238.38672,130.5282,123.80652,195.57373,697.51416,1822.6426,2593.525,1995.2717,1458.0829,1794.9622,2740.25,3291.8184,2658.6611,2157.489,2963.891,3469.6245,3163.0815,2299.0537,1777.6262,1437.0902,1046.1958,596.13586,323.15955,153.14795,61.677734,72.206665
53.58818,19.02887,116.04384,346.84103,589.7989,593.21375,480.5006,578.5161,816.5359,756.65,626.9763,515.15045,584.2135,659.06665,502.55145,309.72342,209.10204,188.93686,147.5153,104.47754,81.04094,71.97366,60.306763,55.858414,51.74507,34.515793,82.31329,308.34644,521.3959,462.2201,427.45465,449.39334,612.88696,666.64,476.1175,389.2912,494.69244,507.92578,403.7776,250.81451,202.50566,136.91846,105.16409,104.75473,71.42906,63.404526,46.57959,62.963303
