V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
8162.574,8179.6904,8180.895,8180.4683,8189.558,8180.253,8177.744,8177.292,8184.5723,8190.339,8180.5703,8195.56,8195.332,8201.162
7814.9263,7822.416,7825.666,7822.008,7827.0083,7826.7046,7823.189,7825.719,7825.7344,7831.1455,7825.164,7838.476,7835.6123,7837.796
7826.423,7832.3955,7836.577,7835.2676,7838.2573,7836.147,7832.6147,7837.0513,7835.325,7840.2793,7831.525,7846.5713,7846.9473,7846.9404
7786.7866,7794.5957,7797.317,7794.3384,7800.8594,7799.0605,7794.7124,7798.081,7796.734,7803.2827,7793.8364,7809.655,7809.834,7811.146
7805.4663,7811.2656,7814.3994,7814.1445,7819.1646,7814.4014,7809.263,7814.2393,7813.2783,7817.024,7804.999,7820.8296,7823.064,7823.526
7632.354,7640.838,7644.476,7648.6514,7661.266,7654.423,7646.462,7652.362,7655.686,7659.2,7649.7397,7670.3335,7664.6323,7670.4185
7678.519,7687.0933,7691.875,7697.206,7707.8623,7695.516,7688.375,7698.0483,7699.122,7700.886,7691.444,7709.495,7705.756,7712.6914
7603.5728,7614.6934,7618.3516,7623.3447,7634.751,7624.675,7616.9404,7624.487,7626.5786,7629.509,7618.838,7635.782,7633.193,7640.7773
7677.5605,7691.6313,7694.909,7698.639,7710.344,7693.829,7688.3135,7697.753,7699.9844,7703.21,7690.0845,7709.668,7708.111,7718.24
6928.696,6924.9814,6921.3955,6924.8184,6921.991,6928.1855,6936.1606,6932.2266,6933.6143,6935.6123,6939.6216,6934.923,6929.638,6936.6035
6948.169,6943.9443,6943.4155,6944.466,6938.935,6945.919,6954.473,6949.211,6953.117,6956.8647,6958.8027,6952.39,6947.057,6954.705
6875.666,6873.1294,6870.892,6874.9443,6870.35,6872.878,6881.8975,6879.549,6882.314,6881.7563,6886.5396,6881.7563,6876.1787,6880.791
6894.599,6888.628,6889.838,6894.704,6884.952,6888.912,6900.6064,6895.5483,6899.1343,6901.9854,6903.333,6895.1772,6889.931,6894.6636
7289.2217,7291.111,7297.7163,7295.0,7311.386,7309.1187,7305.1987,7306.6064,7318.0703,7323.6777,7325.3135,7340.9688,7335.2695,7335.237
7289.071,7287.024,7297.551,7296.0737,7307.866,7306.202,7301.9604,7308.0864,7318.676,7318.216,7325.432,7334.6187,7328.4536,7322.344
7240.3994,7246.4053,7254.1836,7248.3315,7266.1133,7261.336,7256.845,7262.3877,7275.791,7274.7886,7280.9756,7292.59,7283.5786,7280.039
7246.1,7247.128,7252.986,7257.5513,7264.345,7262.2603,7259.512,7263.0625,7267.9517,7268.4307,7272.451,7277.873,7273.4287,7267.689
6060.991,6055.772,6055.5654,6061.399,6050.5864,6061.8613,6073.5596,6071.809,6066.2236,6070.3477,6075.4385,6072.0083,6071.78,6064.5244
6008.8047,5998.6045,5999.728,6011.945,5998.416,6012.912,6026.3594,6024.2295,6017.076,6020.7607,6030.452,6025.1753,6026.578,6014.9595
6017.6367,6008.3286,6008.649,6018.516,6006.0273,6017.058,6030.5986,6028.469,6023.254,6025.9893,6034.699,6027.257,6029.4756,6019.8003
7182.584,7184.8745,7186.0503,7184.5757,7185.0137,7181.134,7181.1353,7180.366,7178.935,7181.655,7179.3745,7180.8115,7183.269,7187.3574
7209.1123,7214.341,7215.121,7211.123,7213.492,7206.4683,7207.1006,7207.3604,7205.9355,7207.202,7206.607,7209.3247,7210.6533,7214.5425
7156.5825,7160.702,7160.896,7158.401,7160.638,7154.498,7155.324,7155.368,7153.133,7154.3027,7153.9966,7156.9766,7156.932,7161.3223
7160.9526,7166.2417,7166.337,7160.47,7166.028,7159.6987,7159.103,7157.4214,7157.3823,7157.0737,7157.2637,7161.404,7159.194,7164.1826
8363.622,8371.996,8372.004,8369.493,8365.643,8362.025,8371.593,8368.864,8371.646,8373.189,8374.072,8369.129,8367.067,8373.314
7458.712,7468.173,7469.1714,7467.513,7459.614,7456.8516,7471.4937,7468.7515,7470.7856,7474.529,7477.0024,7469.4917,7467.3105,7473.657
7528.0176,7534.9546,7534.5205,7533.18,7526.588,7528.2207,7540.842,7536.1963,7537.2983,7541.111,7543.8276,7537.755,7535.3726,7540.6104
7455.0605,7464.3286,7464.181,7461.2354,7453.996,7455.5884,7467.8296,7464.801,7464.6436,7466.9297,7472.447,7465.0815,7460.8506,7467.4067
7509.352,7516.0728,7514.4287,7514.109,7507.347,7512.1304,7524.288,7519.7803,7519.0615,7520.331,7527.17,7522.1367,7518.1567,7521.946
7823.589,7834.6436,7837.9873,7837.3496,7847.0215,7841.7773,7837.47,7841.042,7834.2524,7846.147,7839.1084,7851.943,7854.0005,7858.543
7836.459,7846.2954,7851.447,7850.4365,7862.485,7853.8813,7847.7217,7851.813,7848.976,7857.8086,7850.4478,7864.209,7865.676,7873.107
7742.4023,7752.926,7756.976,7756.968,7769.728,7761.794,7755.6064,7758.5835,7757.592,7765.501,7758.3486,7770.311,7771.318,7779.8384
7777.561,7789.3237,7793.018,7793.8003,7805.104,7793.2812,7788.7144,7793.418,7794.0215,7801.4443,7790.796,7803.9326,7808.1284,7817.733
7145.915,7136.279,7138.1245,7143.1543,7127.96,7143.847,7153.57,7145.4023,7147.389,7143.342,7150.39,7139.2705,7146.889,7145.2754
7316.5063,7307.7437,7299.6763,7308.056,7300.5386,7309.292,7319.6616,7321.3955,7315.8228,7302.3857,7320.301,7317.539,7310.164,7299.8994
6747.3096,6741.712,6749.287,6767.168,6777.113,6761.1973,6752.2085,6764.266,6767.6587,6763.98,6754.107,6774.746,6762.029,6770.531
6672.534,6671.3154,6676.778,6694.475,6703.042,6690.166,6682.548,6688.9106,6693.0684,6691.891,6678.816,6700.161,6692.1807,6704.9263
6699.3896,6697.061,6701.462,6718.0015,6726.1177,6716.102,6704.929,6717.3306,6720.5737,6715.7964,6709.8057,6729.858,6715.284,6721.6255
6451.9766,6474.36,6481.3335,6479.493,6498.7344,6478.871,6469.1577,6474.3228,6487.987,6487.7197,6467.9214,6497.172,6490.254,6507.404
6500.188,6523.6406,6527.3135,6528.107,6545.7036,6525.0684,6513.494,6525.192,6531.9575,6536.4653,6514.305,6542.4653,6534.8086,6552.0645
6380.647,6405.798,6408.83,6407.4565,6427.1494,6405.232,6396.661,6404.509,6414.338,6415.949,6397.5044,6428.781,6414.6367,6435.6694
6477.6333,6503.9883,6506.5044,6509.0317,6521.0137,6500.096,6489.3774,6502.7676,6506.136,6509.61,6487.6084,6511.5337,6504.9473,6525.683
7995.643,8004.181,8005.386,8026.0835,8028.091,8007.7974,8012.419,8039.1606,8026.214,8010.6797,8037.9434,8038.6157,8035.128,8030.211
7079.1216,7070.769,7074.703,7076.3594,7066.623,7072.7217,7077.222,7080.2036,7076.5215,7079.6284,7081.962,7073.1406,7082.2773,7080.049
7410.638,7416.692,7423.045,7417.0254,7424.7627,7410.2373,7407.948,7418.1685,7411.642,7417.902,7407.328,7417.9404,7410.0557,7427.7915
3128.1306,3138.5977,3146.5667,3150.4883,3160.5872,3149.5244,3140.8208,3153.0242,3156.903,3161.0527,3148.7825,3164.607,3164.9165,3175.297
3070.1238,3080.8796,3087.3223,3092.5342,3104.4421,3092.7957,3083.596,3092.747,3098.4617,3101.4402,3088.3115,3105.9502,3106.864,3117.9321
8321.089,8328.255,8327.143,8330.782,8334.128,8334.213,8335.722,8339.671,8339.496,8335.962,8337.505,8346.567,8346.024,8337.935
8260.947,8270.31,8268.003,8269.531,8274.953,8275.138,8276.407,8279.966,8281.916,8276.826,8277.869,8287.8545,8284.656,8278.134
8283.952,8289.882,8285.357,8291.304,8294.095,8292.551,8297.143,8301.257,8300.516,8296.289,8297.996,8306.583,8305.139,8296.981
7517.0117,7523.754,7520.1074,7527.5107,7531.44,7538.376,7539.344,7536.802,7548.2065,7534.3765,7538.3564,7546.6626,7541.322,7536.3804
7578.2534,7583.8804,7581.73,7588.185,7593.871,7599.6006,7598.8145,7604.253,7609.4014,7596.088,7603.7383,7612.1646,7612.66,7597.354
7489.8647,7500.008,7494.9775,7496.8384,7504.414,7508.3267,7509.28,7513.5454,7518.0493,7507.3394,7509.686,7521.846,7517.5684,7506.7627
7536.9873,7541.936,7534.6343,7545.843,7548.996,7551.0947,7557.2866,7559.7393,7561.0273,7552.6846,7554.864,7565.831,7561.5444,7551.84
7006.446,7004.845,7007.403,7005.3833,7008.17,7008.259,6997.79,6994.594,7003.5317,6991.6147,6986.998,6990.744,6983.018,6990.9536
6944.2256,6945.2173,6948.9976,6945.0664,6949.0815,6949.493,6939.1553,6932.7935,6945.4463,6934.9463,6927.2983,6929.0674,6924.4478,6932.142
6971.9053,6974.1313,6974.3574,6972.1724,6976.498,6974.5176,6968.4497,6963.1304,6972.3154,6961.5386,6956.02,6958.3257,6950.0654,6957.9214
1322.2382,1324.6107,1326.9207,1328.8625,1330.9004,1328.8368,1327.4001,1329.0236,1330.1489,1332.6735,1327.9198,1331.8136,1334.1538,1336.5537
1076.8013,1077.2218,1076.9335,1076.7465,1075.9229,1077.6923,1078.1407,1077.3141,1077.2245,1078.1578,1076.5719,1077.4574,1078.1259,1077.1427
1077.8605,1077.5653,1077.5481,1078.1547,1077.0731,1078.4211,1078.861,1078.6073,1078.8768,1079.1017,1078.0557,1079.1075,1080.0355,1078.829
1069.2406,1068.9252,1068.9037,1069.6438,1068.5156,1070.6854,1070.9457,1070.8446,1070.3518,1070.5491,1069.6774,1070.965,1071.2891,1069.9683
1073.8823,1073.4612,1073.807,1074.607,1074.0422,1075.2866,1075.9364,1076.0114,1075.9631,1076.0812,1075.846,1077.1704,1077.1045,1075.9924
9793.022,9790.314,9789.771,9799.996,9790.929,9788.168,9802.11,9809.41,9794.156,9790.458,9810.105,9810.465,9811.873,9801.085
6466.67,6465.6123,6466.301,6474.7935,6471.896,6477.7544,6491.2773,6483.3066,6482.207,6480.585,6493.1826,6497.6304,6492.496,6488.41
6370.2026,6370.7334,6375.101,6379.58,6376.789,6389.185,6400.724,6392.989,6391.368,6396.6274,6407.479,6406.9497,6402.8457,6399.7104
6375.279,6370.4507,6375.0674,6384.9004,6382.4766,6391.6904,6402.7886,6393.3115,6395.5693,6396.471,6405.939,6406.6304,6401.7275,6401.5293
6571.289,6574.369,6575.116,6581.2666,6582.147,6581.0513,6578.705,6583.3506,6581.392,6583.9185,6572.813,6577.579,6584.944,6582.852
6533.5454,6534.4785,6536.0767,6545.3545,6545.13,6543.714,6542.0513,6546.2036,6542.763,6543.936,6538.9424,6542.517,6549.5835,6548.191
6542.8506,6545.9497,6545.5254,6555.009,6555.567,6554.6196,6552.438,6552.1274,6554.995,6556.134,6543.232,6546.345,6554.9956,6557.2393
6762.665,6754.612,6757.3867,6763.171,6754.5156,6760.8135,6765.2256,6764.5317,6763.9272,6764.2637,6770.9526,6765.3525,6763.081,6765.44
9314.427,9322.079,9326.68,9326.773,9339.21,9331.473,9321.783,9326.206,9329.463,9335.359,9321.819,9335.14,9333.03,9340.845
9272.192,9274.973,9279.063,9282.738,9292.819,9286.406,9278.699,9280.217,9283.105,9286.063,9279.735,9287.331,9288.518,9297.192
9302.076,9309.343,9314.737,9313.851,9324.237,9313.162,9307.045,9310.929,9314.32,9321.762,9307.337,9318.133,9318.775,9328.676
1103.1586,1103.5245,1103.279,1103.3647,1103.4707,1103.4191,1103.923,1104.4072,1103.3235,1102.946,1103.9506,1104.5751,1103.7937,1103.2444
4616.6973,4629.7515,4627.922,4624.27,4630.914,4625.9634,4627.194,4625.1714,4628.0303,4631.2227,4625.5986,4630.0337,4629.7593,4634.798
1667.1536,1667.3888,1668.1708,1668.3744,1667.325,1666.2772,1670.8279,1670.7955,1667.8771,1670.2439,1675.6257,1672.5037,1671.5962,1671.4774
1219.425,1219.4529,1218.0789,1218.7206,1218.591,1220.5197,1222.4133,1221.4891,1223.0688,1222.3007,1223.6882,1223.7406,1222.5479,1223.5115
4460.601,4460.946,4465.0405,4468.8965,4461.1133,4464.409,4473.953,4472.9727,4472.6997,4476.637,4484.4893,4479.1904,4481.27,4474.976
1549.694,1547.2904,1548.5771,1549.4463,1547.6903,1550.2389,1550.2678,1551.5488,1549.3811,1549.961,1552.1311,1550.3926,1551.254,1549.9717
1589.2655,1586.5,1588.0233,1588.8989,1586.8557,1589.9137,1590.0474,1591.5151,1588.8845,1589.6735,1592.3065,1590.2925,1591.1584,1589.6804
1126.1005,1125.5969,1126.4393,1126.7758,1124.7631,1126.0768,1128.5587,1126.9819,1126.3562,1127.5367,1130.4427,1127.9653,1130.7959,1129.9143
4478.927,4472.5156,4474.425,4479.667,4474.9023,4480.5273,4479.6304,4483.459,4478.5864,4480.606,4480.3037,4480.033,4482.3164,4479.3
1560.8345,1562.3921,1562.0579,1562.0629,1562.9147,1562.5149,1562.298,1561.8207,1563.4794,1562.3341,1561.8666,1563.7665,1561.8077,1561.9177
1597.0715,1598.9872,1598.6312,1598.467,1599.5045,1599.1681,1599.192,1598.6014,1600.8138,1599.4631,1598.9272,1601.0215,1598.6672,1598.7795
1104.8568,1104.9174,1105.9338,1106.9535,1107.1835,1105.8035,1105.0586,1106.6661,1106.3778,1106.7235,1106.0559,1107.6016,1108.8826,1108.8029
1572.7262,1571.5889,1572.1321,1573.1633,1572.5321,1572.7517,1574.0809,1573.5629,1572.8431,1574.9105,1573.9596,1573.3304,1575.285,1575.2299
1605.2195,1603.8878,1604.2764,1605.7104,1605.0969,1605.3082,1607.1155,1606.3724,1605.5857,1608.1853,1607.1243,1606.5012,1608.6882,1608.5603
4297.236,4292.2505,4295.8794,4299.187,4296.952,4300.17,4303.714,4299.219,4302.872,4299.23,4308.6235,4302.5874,4302.839,4300.447
1636.6611,1640.032,1639.3921,1638.9081,1640.4125,1638.6997,1638.1642,1637.2059,1638.4645,1638.3398,1635.0372,1637.5437,1637.1074,1639.457
1685.0322,1688.7955,1687.9133,1687.1505,1688.4697,1686.8317,1686.3169,1685.1375,1686.2933,1685.9978,1682.5836,1684.886,1684.5934,1687.2474
1145.1659,1147.8284,1148.0692,1148.6208,1150.2373,1148.8506,1148.2223,1149.1516,1149.7728,1150.7083,1146.6841,1149.6101,1148.908,1150.5101
4655.9497,4668.3467,4670.7905,4673.3555,4680.6616,4674.4395,4673.1816,4675.539,4677.3647,4680.1577,4674.1797,4684.543,4680.2573,4683.8867
1648.8242,1650.8639,1650.0488,1649.6987,1650.5853,1649.7688,1650.4946,1650.1647,1649.7089,1650.1018,1649.9816,1650.2362,1650.2749,1651.1757
1729.9415,1732.3795,1731.5791,1731.0316,1732.1532,1731.1985,1731.9948,1731.6028,1731.0396,1731.5707,1731.4493,1731.7003,1731.6848,1732.7948
1072.4298,1072.9702,1072.9976,1072.245,1072.4338,1073.0049,1071.571,1070.8018,1072.91,1071.701,1069.9817,1070.7429,1071.1317,1071.5487
4906.4395,4913.0283,4911.303,4912.2974,4913.249,4904.9683,4910.371,4914.1113,4915.4717,4913.224,4918.217,4918.3823,4916.879,4919.101
1263.7378,1265.5494,1266.1663,1266.1974,1266.0983,1263.8549,1264.3793,1265.97,1265.2509,1266.3004,1265.4271,1265.795,1266.8041,1266.9316
4935.6636,4932.4917,4933.4517,4937.3584,4933.8574,4938.1636,4942.7817,4938.5967,4938.9766,4937.121,4944.3325,4935.655,4936.2725,4938.3374
4831.041,4846.541,4845.3022,4837.8857,4832.192,4832.8945,4844.586,4845.644,4839.5625,4850.21,4850.474,4848.011,4852.204,4852.746
5150.214,5155.913,5160.405,5158.2515,5161.4575,5158.53,5154.4873,5159.3975,5157.5737,5162.525,5159.3066,5162.3022,5166.1494,5171.1206
8964.633,8961.494,8963.079,8953.993,8955.486,8965.464,8967.557,8960.244,8964.228,8969.867,8959.657,8971.132,8966.667,8965.113
6279.5127,6282.4575,6275.193,6271.0093,6262.618,6258.057,6282.082,6278.331,6275.4355,6262.5493,6286.9746,6286.2573,6273.6787,6280.654
8272.495,8271.923,8259.322,8278.693,8273.573,8281.592,8284.331,8277.145,8283.548,8266.751,8251.023,8268.421,8248.172,8245.997
11107.915,11126.17,11117.305,11103.821,11100.657,11078.305,11110.226,11134.698,11133.453,11133.561,11154.668,11143.354,11136.281,11162.085
498.82236,500.1089,500.72266,500.66428,501.53146,500.85574,500.32016,501.1495,500.87906,501.9849,500.7069,502.11908,502.37982,503.02667
487.26404,488.54913,489.13657,489.0489,489.979,489.28018,488.78452,489.55817,489.35437,490.45828,489.2166,490.7083,490.8779,491.50916
5155.04,5157.5034,5157.0293,5157.5083,5153.7144,5154.239,5160.3354,5157.7544,5158.2295,5158.538,5156.084,5154.5723,5152.113,5154.4414
1060.1906,1063.2289,1064.8579,1064.6475,1066.4121,1064.2588,1062.0825,1064.632,1065.3489,1067.7394,1064.0079,1067.3027,1068.3138,1070.5521
2591.953,2587.2446,2590.8638,2598.7043,2601.2363,2599.2837,2596.1394,2601.0073,2600.1921,2599.718,2600.7783,2606.2808,2603.6301,2603.64
1668.8632,1671.6482,1672.2728,1670.8673,1672.0734,1669.9031,1669.5361,1670.5729,1670.4418,1671.8812,1669.9176,1671.8744,1671.4619,1673.2451
3454.3833,3458.4524,3459.107,3457.6191,3459.4954,3455.8638,3454.96,3456.2668,3457.6895,3458.437,3454.4314,3456.5627,3455.7095,3460.4292
1070.1761,1071.1808,1070.1855,1069.626,1068.3289,1068.2827,1073.2747,1069.8883,1073.1277,1071.9867,1071.8091,1070.8503,1070.1936,1071.8744
3029.2007,3031.1104,3033.8706,3033.2598,3033.668,3034.8657,3037.6462,3037.2358,3032.5396,3037.5076,3042.3938,3038.1672,3041.0112,3042.8293
11221.349,11217.611,11215.804,11226.056,11224.892,11227.936,11228.608,11233.1045,11235.929,11229.466,11231.456,11232.579,11219.982,11222.306
9703.022,9699.883,9695.809,9704.901,9709.317,9715.736,9718.972,9725.169,9730.499,9723.615,9726.433,9735.018,9716.877,9714.55
11051.537,11045.114,11039.705,11053.206,11054.745,11062.99,11066.192,11071.187,11077.068,11068.227,11070.038,11076.117,11056.789,11056.303
13806.581,13859.727,13862.652,13822.602,13839.943,13831.559,13851.031,13836.092,13826.151,13856.542,13856.452,13852.41,13856.628,13876.847
9297.368,9294.1,9292.595,9300.676,9299.388,9301.832,9302.509,9306.768,9309.012,9304.236,9304.539,9305.306,9295.797,9297.547
8041.3003,8035.4834,8031.1465,8042.125,8041.941,8048.6045,8050.9023,8055.2734,8057.449,8050.7715,8052.1865,8055.8584,8043.9365,8041.9194
11921.903,11923.652,11919.455,11927.496,11917.294,11925.124,11946.414,11938.998,11940.152,11942.568,11950.316,11946.673,11939.119,11935.393
5652.286,5658.191,5651.239,5658.184,5664.8047,5660.948,5665.2764,5663.3926,5671.0054,5662.7495,5663.8325,5670.9883,5660.882,5662.494
9189.189,9185.459,9184.233,9196.889,9192.1045,9194.542,9195.261,9199.465,9198.533,9192.872,9196.907,9196.267,9190.981,9189.056
11096.3545,11098.167,11102.514,11090.7295,11083.383,11098.857,11097.712,11092.369,11091.859,11093.369,11082.692,11080.943,11087.675,11097.098
10210.993,10203.355,10196.052,10190.737,10180.978,10199.716,10209.268,10199.365,10213.359,10205.332,10192.378,10195.114,10196.408,10194.209
11684.641,11690.782,11691.78,11703.727,11710.349,11704.452,11699.486,11705.686,11713.157,11710.859,11702.199,11716.414,11699.252,11709.129
9485.936,9491.2,9492.078,9501.336,9507.313,9502.456,9498.681,9503.372,9509.723,9508.125,9501.154,9513.317,9498.545,9506.94
8089.5957,8087.32,8089.002,8091.467,8091.424,8095.0474,8101.061,8098.87,8096.792,8095.022,8108.866,8100.0938,8101.1763,8098.601
5761.341,5766.552,5769.644,5772.988,5774.817,5769.164,5764.58,5773.79,5771.914,5777.126,5768.849,5775.2417,5780.524,5782.975
8699.499,8694.709,8689.642,8700.664,8701.268,8708.119,8711.003,8715.161,8717.621,8711.602,8711.889,8716.88,8703.1,8702.328
6487.715,6486.882,6479.4375,6484.9136,6480.7803,6489.6616,6507.1274,6486.0464,6500.079,6491.814,6480.743,6476.8677,6462.4434,6481.7456
10087.576,10077.975,10076.197,10092.166,10083.33,10093.919,10095.697,10099.981,10095.744,10094.6875,10099.517,10096.644,10093.599,10089.346
9026.727,9038.4795,9044.618,9050.828,9050.868,9040.013,9038.266,9055.952,9050.823,9063.415,9053.228,9061.681,9068.933,9070.429
11904.248,11884.591,11909.213,11912.02,11892.204,11893.598,11917.471,11930.167,11908.239,11938.634,11944.801,11928.373,11948.989,11943.637
12426.991,12415.083,12413.203,12432.366,12422.207,12435.783,12438.315,12443.045,12438.876,12437.73,12444.326,12441.43,12436.218,12431.482
11399.223,11395.573,11393.764,11403.286,11402.151,11406.146,11406.174,11411.784,11414.58,11407.148,11409.308,11410.085,11398.277,11400.304
11911.696,11907.886,11906.366,11922.252,11917.0,11919.608,11920.904,11925.894,11925.044,11918.559,11922.93,11923.396,11916.214,11914.192
6932.6504,6942.185,6944.1826,6953.3735,6966.9346,6951.899,6943.4854,6949.2656,6960.3335,6960.2915,6944.168,6965.0586,6964.1284,6973.8877
6883.75,6895.195,6900.946,6912.705,6929.743,6910.6997,6898.371,6913.0625,6919.0586,6921.864,6904.9575,6935.9385,6924.1387,6939.559
9041.953,9032.907,9045.701,9048.635,9045.623,9055.2705,9053.6,9062.233,9053.912,9076.185,9069.418,9077.72,9091.854,9086.479
4978.9004,4970.156,4974.1616,4978.843,4978.9316,4983.845,4985.684,4985.441,4985.863,4992.139,4992.7925,4986.3438,4984.9023,4986.9697
6370.2695,6374.1094,6377.128,6390.6978,6401.046,6390.165,6381.494,6394.2017,6397.1074,6396.5317,6382.9346,6408.917,6401.069,6406.4053
7825.1396,7828.8447,7830.631,7840.0522,7847.183,7837.6543,7834.88,7840.8525,7841.7505,7844.6367,7835.4976,7855.123,7850.9185,7851.9653
8000.273,8003.5903,8009.773,8027.04,8034.9097,8023.7607,8014.161,8031.4966,8030.425,8036.158,8023.354,8048.919,8046.9106,8053.1606
7984.8774,7991.7593,7999.1465,8013.855,8024.7114,8008.465,7998.694,8015.7905,8018.3667,8019.8926,8007.324,8034.792,8029.1885,8038.227
9768.551,9774.668,9779.195,9798.278,9813.311,9797.683,9783.766,9803.548,9807.687,9806.478,9787.535,9822.98,9811.373,9822.087
4415.9536,4414.617,4414.5176,4421.156,4428.687,4429.0923,4427.482,4425.7744,4431.766,4426.7715,4429.013,4433.014,4426.92,4428.1025
7550.3228,7563.0293,7570.2773,7583.1953,7600.406,7580.363,7566.785,7583.4023,7589.66,7593.198,7574.141,7607.359,7596.4585,7611.9136
8076.563,8084.4805,8089.743,8103.983,8118.533,8099.937,8088.741,8103.956,8105.4775,8107.4463,8092.0713,8120.2373,8111.8965,8124.282
7293.8916,7297.238,7302.666,7317.7534,7325.677,7315.066,7306.7373,7322.4185,7321.9062,7327.382,7315.4653,7340.1543,7336.715,7343.2915
6608.334,6605.03,6601.51,6604.2466,6603.6626,6598.1895,6611.151,6609.032,6613.5503,6621.729,6625.03,6630.939,6625.003,6621.827
6813.344,6818.1216,6818.0615,6823.476,6826.7515,6827.078,6820.7236,6822.895,6824.2705,6820.9805,6816.4565,6825.001,6824.2646,6818.279
7998.0425,8001.532,8007.048,8024.084,8033.1123,8021.618,8012.2393,8028.6567,8027.9966,8034.162,8021.277,8047.8857,8044.4023,8051.334
6983.7466,6992.6274,6992.432,6984.762,6986.752,6982.818,6987.8613,6980.787,6985.6626,6991.1074,6986.619,6988.79,6989.6343,6989.699
7447.7896,7444.357,7446.1074,7447.566,7444.231,7446.284,7450.477,7451.2725,7447.1426,7446.7085,7460.776,7459.5596,7456.8506,7450.7544
9545.7,9562.454,9571.812,9586.689,9607.196,9582.519,9565.071,9587.155,9595.257,9599.618,9576.906,9615.486,9603.162,9622.665
8594.932,8609.806,8618.264,8630.927,8650.445,8627.946,8612.546,8631.394,8639.116,8642.546,8621.811,8657.808,8645.339,8663.819
6002.428,5997.413,5997.4004,6007.0493,6005.8276,6005.024,6003.6143,6009.0376,6005.9526,6003.537,6004.289,6005.058,6007.7026,6006.402
9732.498,9742.618,9749.556,9766.143,9780.802,9760.938,9748.776,9768.846,9772.462,9774.458,9761.578,9793.093,9784.363,9797.738
1036.2767,1037.029,1036.9484,1037.187,1038.0305,1037.0558,1035.8291,1037.3701,1036.6613,1036.7278,1035.4574,1037.2538,1037.049,1037.505
8018.5615,8018.335,8020.844,8018.2656,8015.086,8020.063,8023.8506,8025.885,8028.0083,8032.2227,8027.227,8022.2207,8026.5747,8027.8027
10148.707,10152.373,10160.869,10179.625,10188.693,10176.581,10163.871,10185.729,10184.575,10191.126,10177.459,10205.951,10201.917,10211.305
8382.071,8392.318,8398.899,8410.551,8424.553,8405.93,8395.381,8412.299,8414.038,8417.761,8401.579,8430.386,8422.052,8434.96
1206.4026,1206.4958,1206.725,1208.3538,1209.5104,1208.0535,1206.3644,1207.9294,1208.4182,1207.0,1205.3226,1208.1262,1208.4294,1209.1566
876.5747,877.57715,878.1908,879.65393,880.9218,879.12946,878.0852,879.949,880.21515,880.4689,879.22894,882.12885,881.35913,882.56335
2727.4988,2730.8604,2731.3213,2728.2795,2728.0366,2728.024,2730.1516,2728.248,2729.3164,2732.363,2731.1594,2731.284,2731.912,2732.2717
1439.3964,1441.1819,1441.4482,1439.8217,1439.654,1439.6818,1440.8284,1439.8555,1440.3628,1441.9774,1441.418,1441.463,1441.8198,1441.9852
3845.7559,3839.5442,3839.0537,3843.4731,3842.1458,3844.1567,3844.037,3850.2766,3858.594,3852.192,3855.2913,3850.851,3852.0078,3856.0703
945.73376,950.5796,950.9348,947.0831,950.457,949.3112,949.6741,950.8896,953.1773,953.39923,955.0105,956.8138,954.06287,953.836
1170.2592,1174.287,1174.0013,1171.84,1173.8306,1172.3535,1174.7128,1174.5005,1175.905,1176.8247,1177.6807,1178.1685,1176.4698,1176.357
940.5898,941.1199,941.19855,940.9279,940.5892,941.66046,943.3966,942.4806,943.6175,943.7393,944.3786,944.2311,943.7315,944.1329
1001.5776,1003.87463,1003.8686,1003.33636,1003.08466,1002.5003,1004.60516,1004.10156,1004.8156,1005.6265,1006.48267,1005.6846,1005.16876,1005.34644
6878.326,6841.828,6855.8525,6881.7524,6854.001,6889.7324,6920.132,6908.194,6888.1035,6909.485,6956.185,6923.0625,6901.305,6905.3906
10928.67,10978.624,10979.469,10949.206,10978.578,10963.286,10970.419,10974.385,10995.896,11003.006,11007.587,11027.526,11001.461,11006.342
711.96356,710.7573,712.9894,714.50885,715.03345,715.6198,713.088,714.89795,714.27155,713.8474,714.85114,715.0609,715.13837,713.38727
1076.8202,1080.1315,1079.9786,1078.9191,1077.974,1077.7441,1081.8325,1080.1187,1081.0062,1082.7382,1083.8219,1082.7952,1082.3384,1082.7013
10124.094,10149.29,10144.425,10139.115,10143.662,10138.445,10160.531,10153.691,10164.027,10171.391,10170.168,10173.924,10158.935,10163.373
6778.784,6797.638,6810.1465,6820.384,6829.456,6808.4004,6798.6895,6822.1797,6819.1094,6826.593,6818.279,6838.8984,6838.4795,6853.42
14913.007,14910.255,14913.737,14935.496,14941.852,14922.763,14915.638,14943.968,14936.461,14931.347,14939.174,14947.197,14936.195,14941.616
15226.328,15224.9,15228.257,15249.988,15258.119,15237.678,15230.92,15259.606,15251.951,15248.168,15255.563,15265.871,15252.991,15259.911
16725.69,16742.555,16756.92,16772.293,16793.42,16753.93,16738.191,16773.086,16774.475,16778.533,16778.918,16798.666,16781.006,16805.047
15506.216,15505.797,15511.824,15530.163,15536.329,15517.359,15511.051,15539.901,15530.593,15530.756,15538.591,15547.716,15539.877,15544.261
13167.242,13163.527,13168.049,13182.954,13185.057,13172.726,13167.672,13189.801,13181.715,13180.234,13188.582,13192.762,13187.358,13189.452
