V1,V2,V3,V4,V5,V6
2775.5059,2850.7058,2932.067,2983.982,3032.1755,3090.8594
4136.6187,4321.001,4518.1,4665.673,4795.9326,4949.1074
10317.345,10495.051,10642.661,10719.995,10864.766,10963.676
4887.1733,5188.36,5546.579,5847.4062,6142.342,6473.578
2906.1484,3025.9573,3149.4246,3264.3594,3362.9854,3454.3306
13510.239,14016.235,14595.299,15054.492,15495.324,15999.963
4056.2478,4266.8047,4493.2314,4676.9365,4828.748,4997.877
2704.7712,2775.6353,2833.3606,2886.0864,2927.3586,2957.3923
1980.9901,2031.7585,2073.7314,2116.9119,2156.6167,2181.2515
2274.1216,2366.3699,2469.8125,2556.168,2634.3276,2720.4644
3740.2559,3897.2417,4082.04,4238.3643,4403.4727,4562.652
2903.483,3005.5664,3129.1416,3235.3584,3343.353,3456.8022
3098.4358,3154.3923,3201.2673,3226.0999,3267.1523,3311.994
16677.965,17217.674,17777.27,18197.469,18589.787,19121.092
3264.2393,3430.0078,3598.2625,3737.8633,3833.5347,3933.0186
3848.721,4029.9297,4221.981,4378.2593,4504.1514,4647.0674
14319.291,14859.373,15433.131,15906.617,16333.1875,16739.426
3160.767,3271.0771,3392.913,3497.2522,3593.0127,3688.0674
3992.3584,4093.5815,4214.997,4319.918,4440.484,4536.706
11411.264,11846.387,12346.811,12769.039,13168.416,13587.369
14083.711,14725.221,15459.912,16075.882,16640.43,17261.318
2601.3345,2680.23,2757.4866,2815.4292,2861.5776,2910.516
3519.777,3677.0374,3859.9946,4011.5227,4147.244,4304.8413
2700.901,2801.998,2918.2822,3014.808,3113.048,3219.0886
4401.3086,4681.5996,4995.829,5253.8447,5469.868,5713.959
3786.3105,3940.2983,4121.0996,4270.221,4413.1455,4571.0825
14033.439,14481.107,15010.422,15436.868,15882.0,16352.131
1761.8033,1814.3215,1870.2721,1910.7346,1950.5986,1998.9427
9987.385,10159.425,10329.939,10417.202,10566.879,10667.447
3809.812,3956.6528,4126.244,4265.55,4414.92,4551.7305
5108.804,5104.274,5083.2964,5096.7476,5079.2173,5082.5757
4942.731,5008.817,5085.361,5132.366,5156.99,5212.5864
5353.601,5355.0005,5343.2114,5341.5464,5335.477,5363.481
4095.9482,4185.3716,4275.373,4348.142,4388.5015,4423.37
3414.986,3458.68,3502.6406,3542.6953,3573.6138,3593.742
2924.6626,2968.099,3013.9067,3049.7615,3069.9346,3089.7522
3056.36,3145.1594,3242.266,3319.5803,3378.9849,3455.3142
3130.198,3210.76,3283.1533,3334.811,3381.186,3420.2744
4121.91,4289.9053,4477.878,4642.3247,4792.5186,4939.1875
6334.835,6657.551,7009.174,7295.869,7561.426,7820.231
3875.8955,4032.644,4218.017,4378.3076,4526.1533,4696.7046
3641.2698,3787.3035,3961.392,4110.4956,4255.882,4409.4253
3911.0806,4073.4487,4266.349,4432.6226,4594.7607,4766.7163
6511.2295,6785.945,7107.533,7380.169,7630.085,7911.3555
3834.9126,4010.9688,4222.5938,4401.8013,4580.123,4788.177
2054.054,2130.0938,2217.274,2287.5625,2351.8467,2430.5137
2375.9712,2466.392,2574.5557,2656.564,2743.1396,2845.3315
2482.48,2604.4224,2746.3896,2867.1282,2987.485,3125.0295
9094.496,9516.443,10022.218,10456.532,10860.991,11332.028
3146.6277,3150.8904,3139.9324,3144.959,3178.2314,3166.3748
4133.671,4303.232,4509.551,4678.4224,4834.101,5017.678
2464.5667,2480.2517,2496.0005,2508.3618,2511.8145,2514.702
5203.4985,5303.6416,5400.2607,5474.7017,5495.1963,5526.6953
3708.367,3773.1382,3827.191,3880.3875,3896.7686,3909.761
3909.7825,3988.3896,4078.464,4157.607,4250.035,4307.4897
3862.7593,3998.1895,4144.454,4270.8857,4398.0576,4510.833
9831.057,10179.909,10527.522,10790.927,10976.492,11254.565
3992.0408,4103.629,4222.6006,4315.6914,4379.3447,4430.4243
5410.758,5564.699,5732.78,5859.2397,5944.2183,6008.089
2564.7998,2669.1833,2783.4949,2874.4512,2939.6284,2991.5088
3608.91,3683.683,3762.8694,3795.4355,3844.6167,3877.8018
6490.591,6656.9697,6851.248,6920.9272,7000.793,7115.533
4123.293,4257.9434,4412.6914,4525.6406,4615.334,4737.618
2593.8394,2655.0706,2721.706,2778.9634,2848.1963,2904.36
3050.4343,3128.7744,3215.8474,3291.5127,3376.3484,3443.2334
16237.453,17286.955,18420.506,19345.113,20080.596,20849.389
3467.2034,3574.0698,3703.854,3809.8389,3913.4763,4041.187
4676.8364,4820.5596,4973.5596,5093.608,5150.4995,5213.002
19496.416,20292.336,21143.096,21845.979,22531.514,22998.646
1541.4912,1548.2792,1550.0123,1559.668,1559.2522,1558.8622
2141.905,2167.5898,2185.3608,2209.1394,2215.92,2214.0195
9358.41,9579.227,9778.997,9961.032,10002.148,10079.472
4360.9995,4396.586,4425.5244,4462.7075,4471.007,4466.331
6612.417,6821.097,7057.084,7264.5156,7425.3164,7586.9795
7086.663,7107.514,7112.1494,7124.335,7127.482,7126.793
2648.7026,2764.6626,2896.107,3007.8203,3110.27,3209.957
3206.6282,3326.6877,3473.2703,3598.9407,3730.0283,3853.9172
4928.726,5068.3486,5229.357,5368.652,5532.707,5665.591
19698.732,20434.246,21242.158,21923.693,22539.469,23129.904
6382.0645,6648.5547,6954.6904,7215.8145,7459.695,7702.437
5257.6025,5449.7056,5659.548,5833.37,5966.481,6109.6914
3866.0234,3997.2534,4146.898,4269.258,4379.6426,4521.146
3809.789,3943.9688,4091.2986,4212.6865,4314.206,4415.204
4837.3115,4979.337,5129.6562,5248.917,5334.34,5419.2607
7574.273,7639.7744,7697.342,7743.361,7755.6353,7782.593
6574.738,6700.5107,6822.0312,6928.4697,6953.95,6997.5566
10976.699,11374.949,11820.427,12203.371,12544.508,12885.508
7013.798,7260.6787,7510.4644,7699.8086,7842.3633,8014.559
2211.2358,2293.709,2388.44,2470.3967,2553.162,2627.1863
3317.3367,3430.2856,3562.0073,3677.5234,3787.5889,3904.7705
5233.3833,5418.3916,5642.823,5833.8623,6016.41,6214.8135
12396.492,13016.003,13735.765,14354.205,14924.275,15514.375
2867.584,2995.795,3148.3235,3280.079,3404.0447,3541.4004
7049.6094,7275.6475,7517.1216,7714.467,7884.64,8057.383
9099.429,9431.963,9789.236,10091.442,10370.848,10638.65
3862.776,4027.0796,4213.3223,4372.4272,4521.5967,4660.766
4264.8384,4396.3164,4544.576,4670.326,4808.126,4933.8013
2448.5767,2554.6963,2677.1055,2782.6357,2884.1157,2982.5103
4559.4116,4712.5977,4876.2705,5006.6187,5115.2954,5251.1084
2899.5457,2908.2207,2913.5876,2922.4714,2926.091,2923.6777
6711.092,6766.963,6809.3374,6858.7383,6877.3154,6883.426
3874.095,3970.337,4073.8887,4147.541,4191.3784,4236.446
1098.55,1098.7349,1097.8744,1099.4514,1097.8042,1097.3132
1700.3306,1712.4933,1722.7433,1731.7731,1735.5079,1740.3861
4496.123,4502.041,4503.74,4512.4927,4505.3267,4507.029
3366.7603,3385.638,3397.664,3410.906,3413.9893,3418.4556
3689.93,3714.0842,3732.7039,3751.8242,3756.4011,3762.921
6690.9966,6694.044,6692.1094,6701.225,6690.623,6690.7383
7846.4536,7972.7773,8115.492,8241.954,8359.879,8478.842
3420.3171,3491.5278,3574.2373,3645.528,3722.846,3788.0933
2277.0637,2333.7007,2391.5686,2451.6155,2483.5708,2544.6904
1296.0815,1301.6774,1305.6848,1309.7158,1313.6923,1316.4275
2009.9745,2016.8705,2021.7622,2027.1697,2029.9462,2030.4788
4005.7837,4013.305,4019.9612,4028.7446,4032.9814,4057.3696
6183.5317,6160.4277,6122.6885,6123.743,6138.449,6115.175
2944.731,2922.3105,2888.7144,2885.9368,2909.6338,2888.4485
2942.0366,2964.4993,2982.6555,3001.8142,3019.0083,3031.7795
2483.983,2501.8232,2519.3743,2534.6448,2545.0798,2555.986
5829.11,5817.561,5795.508,5798.8613,5804.9565,5790.0776
2462.8418,2464.069,2464.7244,2468.43,2466.32,2474.1372
9844.662,9863.879,9881.65,9882.561,9889.986,9908.165
4356.007,4368.18,4387.109,4398.825,4400.1484,4427.5234
6550.8564,6555.136,6555.43,6561.8022,6556.0474,6555.502
6498.0044,6489.713,6460.7095,6473.168,6464.98,6455.37
961.1708,958.0714,953.2942,952.938,954.79736,951.8615
4037.24,4021.3833,3991.5654,3994.2761,3996.523,3986.9963
2703.3035,2792.8467,2885.7197,2955.66,3000.6934,3048.0356
1713.4836,1719.379,1724.0945,1728.4266,1726.6216,1727.8969
3364.916,3367.1353,3367.368,3372.4617,3367.163,3365.0046
3034.0615,3035.3928,3033.956,3039.0632,3033.9797,3031.539
3216.1501,3199.1506,3169.063,3170.086,3176.752,3164.1147
6149.8447,6219.3594,6287.0034,6349.373,6371.4976,6383.946
3731.6304,3831.2705,3931.8481,4008.5002,4062.26,4140.1665
9323.818,9747.957,10225.054,10627.168,10978.408,11344.84
2289.9182,2388.357,2494.2886,2579.4187,2644.3926,2709.7634
3136.672,3242.883,3364.1274,3470.08,3584.5688,3683.4822
4645.716,4922.285,5238.787,5495.573,5710.3286,5979.1367
2332.3306,2421.6555,2524.083,2602.407,2658.521,2740.9673
1991.6746,2013.6638,2015.4663,2059.1711,2052.0205,2063.1414
2946.7483,3097.3877,3271.6846,3407.9949,3511.5532,3651.0098
14429.332,14726.495,15041.391,15177.926,15380.434,15629.752
3681.0142,3857.4336,4062.7422,4216.2017,4344.658,4508.586
2349.6572,2493.958,2665.9604,2802.909,2923.9502,3076.3113
6433.2153,6599.64,6758.3735,6891.6294,6946.0137,7054.872
2502.7544,2611.5889,2734.2798,2838.7908,2933.0024,3024.792
2218.8723,2316.2842,2421.2231,2508.5571,2582.2153,2655.1418
15740.077,16346.043,17026.479,17609.98,18160.957,18688.605
12952.489,13493.916,14100.473,14616.537,15063.445,15572.451
18033.773,18851.137,19757.76,20520.154,21181.285,21854.682
2853.0176,2942.1982,3041.0686,3124.2258,3211.103,3274.9463
3092.0645,3222.7727,3372.87,3506.5488,3624.3635,3759.6772
2872.7434,3000.9966,3148.6975,3276.4497,3394.452,3520.8171
2464.9485,2544.6821,2629.62,2701.3965,2757.3303,2812.5137
3493.6582,3563.226,3627.4087,3673.9717,3716.5117,3756.7896
2562.0693,2584.3552,2606.4634,2626.7974,2638.3455,2646.455
4170.205,4187.073,4202.626,4222.974,4226.6787,4226.5015
3012.7607,3139.8787,3283.503,3392.8276,3468.8115,3525.2925
3882.0635,3948.0576,4018.4985,4079.1138,4104.003,4121.367
2777.1013,2807.3179,2838.0317,2863.7368,2876.428,2884.487
4122.798,4222.634,4333.907,4431.505,4539.7026,4622.4
5061.5254,5162.923,5269.865,5353.9463,5418.109,5473.2
4629.0034,4777.867,4954.006,5107.1553,5255.4414,5410.712
14236.5,14745.916,15348.454,15871.955,16340.885,16885.152
14187.619,14671.53,15260.0205,15743.752,16185.962,16739.734
2597.7559,2665.997,2736.6333,2791.7124,2841.6416,2907.0466
3089.4175,3201.0676,3331.3706,3437.8833,3527.3398,3638.0527
3555.475,3691.2305,3852.4148,3986.7285,4105.708,4246.9316
4033.8901,4182.3633,4353.037,4495.2314,4617.252,4756.6543
3103.3335,3212.9004,3343.1096,3454.4817,3556.4688,3674.2754
4355.276,4507.8467,4678.125,4817.3057,4934.908,5055.963
3453.1982,3593.8418,3759.354,3900.5442,4028.3643,4178.003
3030.0515,3138.5078,3249.5276,3329.5566,3393.4404,3482.5889
16114.69,16862.021,17757.47,18537.691,19293.6,20120.938
3528.1475,3660.5396,3819.457,3956.8618,4089.0093,4231.54
2103.321,2180.372,2270.2944,2345.8596,2412.67,2489.7373
19151.625,19884.125,20735.256,21454.207,22111.541,22857.576
2078.9768,2155.6516,2246.9712,2325.5789,2396.0847,2479.5361
4021.0488,4228.4165,4464.6357,4660.7876,4834.133,5022.934
3616.24,3807.729,4039.785,4241.14,4436.1133,4650.643
9653.697,10157.534,10759.608,11277.324,11789.849,12333.516
3276.4373,3391.0059,3528.8848,3648.9834,3762.081,3889.163
2156.9688,2235.6458,2330.8496,2414.5974,2494.5488,2583.267
3316.617,3398.8823,3497.2642,3575.9263,3645.5679,3727.7505
20384.498,21391.895,22534.635,23394.617,24107.463,24739.941
7339.331,7581.382,7859.3267,8089.5254,8299.73,8515.752
8274.588,8582.686,8950.24,9264.223,9552.422,9879.046
1865.6111,1935.8345,2017.5626,2086.0825,2148.5967,2216.4397
4098.036,4252.704,4439.4004,4598.0903,4749.7026,4914.167
5237.4873,5406.9736,5602.831,5767.198,5923.142,6068.1577
3924.5337,4064.4038,4231.4277,4376.789,4513.084,4668.9214
6189.9263,6420.246,6686.7915,6904.835,7087.6045,7309.0874
4474.2573,4609.2915,4765.7607,4898.6123,5019.222,5148.4346
5056.538,5183.0615,5327.7314,5444.62,5555.9365,5657.413
15738.605,16239.391,16816.174,17293.555,17724.332,18189.736
4969.302,5199.951,5457.2363,5668.7734,5834.1934,6026.8447
10661.804,11203.442,11797.032,12276.674,12660.275,13064.455
6492.6206,6741.0337,7035.0957,7284.8633,7506.0635,7777.418
5955.3696,6137.234,6365.477,6570.661,6803.329,7007.7607
3155.2607,3256.47,3379.9224,3485.5942,3585.3457,3703.726
2919.6729,3016.2,3129.154,3224.7854,3329.9404,3432.0903
3301.21,3425.828,3576.1604,3706.2432,3831.2134,3970.6045
7825.6816,8166.401,8566.802,8907.958,9226.119,9542.872
3489.709,3612.079,3752.7659,3860.3296,3945.8413,4055.6614
3522.7275,3666.1665,3836.0088,3981.5317,4114.493,4270.1484
3866.7544,4020.1602,4207.6904,4368.236,4529.2075,4696.0522
7066.9443,7381.0166,7757.3057,8081.4688,8396.236,8722.289
7636.1987,7953.996,8306.41,8582.412,8816.434,9021.882
4412.103,4561.746,4724.769,4860.7163,4972.205,5082.133
3319.9658,3327.0586,3331.4033,3337.698,3341.3477,3340.2422
2949.664,2965.4568,2979.5137,2992.7725,2999.9446,3005.3472
7398.7754,7394.5566,7381.4395,7389.391,7383.034,7379.3364
4728.909,4731.632,4730.4585,4737.901,4730.242,4730.711
1248.395,1246.9011,1243.7528,1244.0881,1244.8853,1242.9846
3723.924,3739.429,3755.7617,3768.1228,3775.5022,3781.997
980.7941,978.89856,975.7985,976.2253,978.2042,975.79346
2171.3164,2172.5208,2171.3088,2176.12,2172.1104,2170.498
3426.349,3527.2188,3647.187,3742.416,3834.412,3905.7188
3189.2231,3188.4644,3182.0278,3186.6626,3184.7595,3184.9905
2456.2368,2457.3125,2456.9495,2459.2769,2456.609,2455.8838
3589.1675,3724.3503,3873.8577,3998.5059,4113.231,4226.342
4369.8975,4392.7725,4411.802,4430.219,4432.89,4440.43
5110.626,5178.3003,5252.3174,5315.407,5377.1855,5425.9766
3581.0247,3705.257,3852.871,3984.933,4122.927,4255.916
3701.9531,3752.1765,3808.0156,3857.6223,3909.3623,3947.551
3891.7637,3994.2268,4105.716,4196.5176,4293.384,4371.6045
3457.5176,3473.3071,3488.401,3499.4856,3510.9475,3519.6958
5500.723,5496.312,5484.8994,5488.9263,5484.6836,5481.3906
2146.4841,2153.086,2158.2861,2163.9666,2166.6711,2167.8406
3462.2742,3460.9487,3456.4512,3458.9827,3454.7244,3454.9531
3847.799,3968.7822,4110.0205,4229.045,4340.369,4455.7324
9600.583,9585.944,9556.17,9560.057,9567.77,9558.787
2344.7856,2347.4197,2347.4517,2353.0493,2349.2834,2348.4785
1664.2936,1667.3022,1668.5557,1671.9598,1670.3896,1671.0128
2586.056,2587.2827,2586.5283,2589.6392,2586.719,2585.4268
2948.1646,2984.9526,3020.7344,3046.1948,3073.1604,3092.9668
1659.4614,1663.0674,1664.9218,1669.2764,1669.6838,1669.4459
2914.5867,2928.047,2941.6208,2950.5476,2961.6619,2961.6416
7764.1294,7775.9126,7771.4546,7773.2485,7797.352,7770.409
1397.3009,1396.5184,1393.8528,1395.6132,1394.7915,1392.5576
7142.4204,7139.2974,7128.393,7134.6772,7126.6353,7119.3047
2914.3596,2934.3953,2954.8328,2967.804,2980.618,2984.2515
5042.414,5125.239,5230.3594,5317.3145,5405.8926,5510.0073
3304.9546,3339.1558,3376.5552,3400.075,3402.3872,3429.1558
4932.3096,4918.004,4889.191,4897.735,4912.479,4894.1113
3116.037,3107.5493,3091.1738,3093.0037,3105.135,3090.7085
6242.2744,6304.5566,6368.467,6410.6885,6427.2485,6457.2285
1316.3845,1311.9374,1303.8379,1306.0562,1309.6786,1303.2649
2368.1064,2384.0146,2398.2532,2412.5679,2413.0466,2415.9146
3367.3628,3450.0132,3551.9324,3635.3044,3722.2856,3797.2102
2718.148,2784.1187,2863.666,2928.7163,2986.572,3035.9697
7282.944,7498.3125,7742.261,7941.276,8117.544,8268.367
3333.015,3451.697,3570.2168,3657.581,3715.026,3792.62
3429.1006,3562.1772,3716.0508,3847.5107,3969.6226,4088.9312
3692.4263,3936.62,4229.6836,4480.691,4718.3945,4972.865
3611.2615,3728.5571,3862.7922,3972.674,4070.041,4166.787
2792.831,2836.373,2881.0806,2919.7156,2951.4497,2982.8562
2317.701,2370.8723,2427.8093,2478.1653,2526.2441,2568.7458
3409.8767,3489.556,3580.5405,3648.5664,3700.8323,3752.278
5303.92,5478.959,5659.22,5793.4062,5886.2437,6004.2114
2982.2905,3144.8267,3331.166,3491.495,3642.4595,3787.8862
7246.402,7560.54,7926.531,8232.204,8503.75,8795.607
3294.517,3411.793,3538.3647,3645.6226,3723.7974,3812.6055
2971.0347,3053.9585,3156.3582,3245.5554,3333.9355,3414.0264
3793.8499,3894.9536,4020.543,4128.736,4273.3926,4372.8765
10701.547,11050.803,11465.565,11831.213,12201.255,12521.266
3649.6953,3780.4321,3927.7173,4054.3677,4178.453,4297.1294
13719.86,14231.999,14814.025,15332.862,15917.447,16316.648
2938.2188,3004.579,3070.229,3110.9243,3142.0818,3192.1313
10935.493,11457.824,12075.424,12590.936,13086.207,13568.29
2915.0803,2969.0469,3028.626,3075.817,3127.0054,3157.8237
17594.398,18396.855,19282.71,20020.988,20654.629,21286.238
3316.4387,3397.8525,3485.76,3560.6392,3622.568,3683.7756
3006.8672,3116.4653,3241.6753,3348.437,3440.5347,3540.5508
3064.8323,3165.3752,3288.2742,3390.9749,3485.1743,3596.138
2480.4653,2510.7388,2540.3018,2555.93,2559.7666,2576.597
18417.902,18972.549,19598.547,20116.428,20710.504,21179.578
16054.349,16527.637,17085.426,17565.898,18112.68,18566.975
3017.5396,3086.8284,3154.7554,3206.2817,3257.1833,3315.0776
3511.7852,3605.335,3708.5366,3792.104,3859.9358,3929.0493
6532.712,6764.142,7002.209,7194.834,7329.8047,7521.4966
13712.537,13923.919,14136.093,14329.939,14383.201,14379.941
3300.1619,3397.8572,3507.4497,3596.2551,3665.0132,3721.1965
5456.9546,5712.894,6012.8477,6255.825,6486.018,6675.6836
3264.1033,3387.425,3514.6772,3616.2432,3669.3684,3737.5625
3292.7485,3415.8745,3544.2188,3650.5977,3708.852,3789.3674
3173.2466,3285.022,3409.238,3509.6475,3594.085,3675.9546
5534.477,5702.188,5880.7666,6021.5835,6126.8833,6270.336
3036.5854,3150.8213,3273.3806,3374.2227,3452.0906,3541.1748
11636.133,11992.623,12405.977,12755.049,13058.35,13386.278
3860.8716,3960.9778,4082.0771,4178.3853,4273.9326,4355.7275
2709.7568,2776.014,2844.664,2901.2517,2934.7878,2968.0562
7324.447,7772.6797,8298.52,8739.193,9135.158,9600.838
4879.9844,5070.326,5281.6553,5456.895,5636.176,5784.8506
6427.3247,6721.5283,7068.083,7366.9414,7725.716,8015.788
3446.486,3579.0615,3731.023,3853.7798,3958.253,4078.5034
3233.244,3363.7686,3512.9658,3640.3513,3755.2527,3869.026
3066.0515,3177.9758,3300.4834,3404.9758,3483.0303,3573.9453
15580.781,16398.293,17345.709,18149.115,18885.246,19607.05
3367.855,3500.4521,3644.8584,3763.11,3859.899,3941.9756
7523.8315,7759.557,8017.58,8223.9375,8385.701,8542.924
4058.9207,4181.5063,4317.6836,4430.493,4535.365,4627.071
3422.2725,3557.5322,3718.8745,3856.2114,3991.3374,4129.8286
2818.5884,2909.229,3009.3013,3090.275,3154.9375,3224.6855
2629.1877,2688.0828,2756.4585,2813.4243,2866.8586,2920.9746
17814.562,18334.895,18954.145,19484.754,20020.977,20545.271
18981.098,19787.797,20652.746,21357.445,21833.266,22388.34
2928.0203,3002.6465,3091.3657,3164.4053,3236.8306,3318.7239
14019.163,14460.931,14988.521,15427.334,15859.059,16347.053
3116.1133,3210.3862,3313.5803,3396.207,3463.7827,3548.277
3709.1152,3879.2563,4077.787,4249.241,4409.118,4567.5537
10830.184,11211.496,11674.183,12033.587,12324.799,12697.701
13521.881,14046.217,14669.205,15202.346,15709.881,16252.891
4040.2114,4187.404,4351.9683,4490.891,4605.8535,4733.1836
3229.3064,3328.4878,3437.215,3522.5344,3596.1787,3680.8413
1939.1025,1985.53,2035.5864,2077.412,2104.1538,2130.3557
2784.5007,2900.3948,3039.122,3158.3716,3271.3545,3390.3853
2750.2341,2846.3108,2957.6555,3048.3499,3125.8125,3211.6821
3337.246,3426.5212,3521.7144,3595.9714,3635.3333,3677.5176
3113.2449,3111.0757,3105.1216,3104.656,3110.9414,3100.9602
3202.3286,3269.417,3336.3418,3388.2122,3432.6738,3470.2913
5028.665,5025.5596,5013.373,5020.709,5018.127,5008.193
8114.4224,8140.502,8156.162,8186.666,8211.452,8186.7817
2524.237,2617.5386,2725.9182,2816.8262,2898.3435,2988.0874
4106.2334,4111.034,4109.4136,4119.4585,4115.2314,4112.0527
3682.091,3698.2395,3708.666,3730.2136,3728.8167,3732.371
3250.873,3338.9585,3437.894,3523.9724,3609.349,3678.6963
3370.5125,3375.675,3378.7551,3379.2532,3386.2822,3383.1118
3419.572,3490.076,3559.9678,3611.4265,3627.2202,3656.1465
4980.1167,5007.9126,5031.249,5042.16,5055.9873,5057.3325
4088.649,4158.18,4233.3184,4283.9355,4327.386,4358.9556
7682.0015,7699.3906,7706.0166,7724.9077,7724.237,7713.0894
1527.9249,1523.3107,1515.4099,1515.5076,1519.2728,1514.9769
2992.9119,3075.6902,3167.9429,3238.2527,3298.172,3352.2974
2398.8467,2419.0742,2436.7378,2450.9937,2453.6736,2457.7393
1827.9615,1842.4137,1857.9607,1865.9158,1875.7512,1882.6904
4916.793,4903.9473,4879.3525,4885.3887,4898.7593,4879.8555
3535.2285,3548.5588,3559.6182,3570.4026,3580.1917,3576.9207
8935.262,9043.09,9150.259,9243.8545,9310.7705,9338.506
7624.273,7800.143,7982.4624,8122.3423,8180.11,8251.833
2125.8992,2141.6716,2151.5547,2165.4424,2169.2024,2164.276
1442.6975,1450.361,1454.7622,1463.6354,1467.7112,1462.4313
3434.4067,3513.3303,3593.7173,3656.1257,3688.0437,3715.3367
2146.1184,2148.6235,2149.205,2153.7676,2149.8738,2149.316
2642.5186,2643.17,2640.344,2644.266,2640.1343,2638.3765
2892.799,2929.2012,2969.7986,2998.9502,3021.3643,3037.47
2381.411,2411.2026,2444.2834,2469.3052,2488.8096,2505.7507
3410.3267,3546.3862,3691.7915,3801.168,3871.5237,3912.209
7937.5234,8161.2583,8395.81,8571.52,8704.645,8736.302
4572.9863,4839.0894,5170.996,5457.616,5760.7812,6105.423
2264.4932,2367.5552,2471.5806,2532.9624,2581.3486,2652.9531
2872.8152,3015.9634,3167.5884,3290.875,3360.423,3410.9905
4806.5767,5083.4043,5381.6826,5613.721,5814.369,6026.922
15777.13,16691.734,17811.15,18772.254,19781.73,20853.32
6617.25,7035.3677,7510.737,7824.1787,8153.987,8577.34
4562.123,4751.3203,4984.827,5186.4243,5383.702,5612.4277
6618.9395,6983.7686,7424.1523,7800.8516,8156.829,8567.207
7296.3994,7582.1426,7901.8047,7996.737,8236.384,8532.635
12282.07,12845.265,13480.758,13852.049,14322.276,14958.038
4302.7573,4534.3184,4782.0703,4953.171,5110.522,5251.537
4419.2764,4621.93,4856.4775,5017.912,5172.6357,5365.5005
15148.424,15703.475,16345.936,16757.076,17203.002,17744.898
3867.9653,4039.1055,4243.0073,4416.6562,4590.9746,4775.867
2582.7495,2688.648,2813.3984,2917.938,3031.4033,3149.2612
4471.835,4634.497,4810.123,4903.0415,5020.808,5176.842
3872.5608,4068.0337,4293.199,4472.9087,4647.631,4851.0957
4185.2524,4381.907,4615.674,4814.589,4999.925,5204.553
15063.111,15453.072,15870.677,15970.965,16227.224,16578.047
6838.971,7153.423,7496.8623,7781.98,8014.662,8223.975
5160.588,5339.21,5548.7397,5665.457,5813.713,6003.876
4701.0586,4900.354,5133.3047,5305.4155,5470.344,5672.427
4236.939,4447.0884,4699.7373,4908.483,5097.708,5330.825
2391.2725,2506.8242,2645.211,2759.868,2861.0928,2984.674
15789.441,16399.469,17008.588,17120.197,17498.746,17958.578
5510.4717,5773.466,6092.2744,6361.416,6625.3647,6929.0303
21532.834,22396.516,23393.871,24157.168,24740.613,25590.482
4011.687,4181.176,4358.255,4471.6523,4599.657,4747.5254
8324.774,8641.859,8968.242,9244.426,9438.819,9610.956
8302.783,8652.839,9007.276,9283.908,9488.659,9758.891
13362.024,13651.825,13936.494,13898.564,14153.574,14396.75
3954.4526,4112.037,4305.9727,4447.5674,4590.5215,4765.7124
2561.7583,2682.3909,2830.2588,2958.9253,3092.3384,3243.3672
5096.755,5354.0083,5651.7676,5862.7705,6090.9463,6345.9893
2065.264,2125.0981,2188.4727,2215.1633,2252.8987,2293.9832
3623.6785,3716.9565,3809.5237,3879.2812,3906.9167,3957.3477
2568.2466,2645.9636,2723.6152,2783.5027,2823.5295,2876.5427
7283.3135,7521.7,7782.7256,7990.3613,8153.8926,8306.228
3520.6807,3618.3257,3730.8643,3828.8135,3937.4133,4031.719
3048.5474,3134.4795,3230.4702,3311.8406,3402.8606,3479.648
16385.082,16958.906,17585.465,18106.383,18555.55,19026.16
2913.3557,3002.872,3104.9978,3189.9043,3260.2927,3339.4436
13092.279,13559.773,14080.129,14517.662,14897.831,15307.314
3150.1873,3215.7822,3291.3704,3353.4482,3424.4946,3483.0142
3274.565,3350.0342,3440.291,3513.0234,3582.047,3660.1992
4569.5176,4667.369,4784.362,4881.3086,4972.582,5081.618
7557.6367,7878.486,8235.105,8539.03,8814.716,9072.648
3025.8298,3130.3667,3252.1755,3354.0503,3448.5278,3552.5852
3249.9375,3341.7732,3451.6475,3541.2903,3629.8276,3717.2979
4397.5625,4514.9766,4641.8833,4731.0596,4798.754,4885.592
5693.976,5844.908,6023.123,6172.083,6309.0137,6456.76
12601.604,12906.666,13248.197,13521.982,13788.418,14040.839
5533.4307,5669.843,5808.1934,5918.6865,6011.993,6091.89
9650.594,10226.129,10786.051,11213.432,11466.036,11875.599
5269.179,5486.1914,5742.949,5967.5127,6188.166,6398.4404
9091.025,9401.369,9760.083,10074.809,10382.959,10699.315
4023.2092,4126.5796,4240.6865,4335.7188,4419.3545,4497.3086
4618.5835,4777.442,4953.8296,5102.709,5232.492,5361.2993
3410.2954,3500.3972,3594.4343,3668.5059,3717.3691,3772.1553
14514.842,14915.343,15342.624,15687.469,15937.078,16164.218
3133.256,3230.2698,3336.182,3423.4075,3505.4727,3582.1204
9865.801,10142.419,10430.107,10663.68,10908.313,11172.602
6412.5117,6658.677,6900.63,7080.471,7192.157,7364.587
2884.0684,2973.1147,3076.4385,3166.1067,3265.4045,3353.1255
11703.946,12058.381,12415.977,12691.926,12901.54,13200.357
4692.1523,4845.735,5021.9863,5170.855,5305.232,5445.8545
3713.123,3813.6475,3931.624,4032.5518,4131.1826,4223.9224
3670.062,3770.9932,3891.1514,3996.2837,4100.3545,4202.3667
2753.045,2831.4028,2911.7231,2974.525,3030.066,3097.8672
9129.036,9403.794,9732.868,10007.812,10259.809,10563.97
2730.4207,2792.5977,2865.8882,2927.2854,2980.2026,3047.5442
